puj,dp,poj,tl,bp,han,han_variants,en,zh_CN,zh_TW,source
,bo¹,,,,坡,,,,,dieghv > dioion.dict
,bo¹,,,,玻,,,,,dieghv > dioion.dict
,bo¹,,,,啵,,,,,dieghv > dioion.dict
,bo¹,,,,菠,,,,,dieghv > dioion.dict
,bo¹,,,,陂,,,,,dieghv > dioion.dict
,bo²,,,,保,,,,,dieghv > dioion.dict
,bo²,,,,寶,,,,,dieghv > dioion.dict
,bo³,,,,報,,,,,dieghv > dioion.dict
,boh⁴,,,,舶,,,,,dieghv > dioion.dict
,boh⁴,,,,駁,,,,,dieghv > dioion.dict
,bo⁵,,,,婆,,,,,dieghv > dioion.dict
,bo⁷,,,,薄,,,,,dieghv > dioion.dict
,boh⁸,,,,泊,,,,,dieghv > dioion.dict
,boh⁸,,,,礴,,,,,dieghv > dioion.dict
,boh⁸,,,,薄,,,,,dieghv > dioion.dict
,boh⁸,,,,鉑,,,,,dieghv > dioion.dict
,boh⁸,,,,箔,,,,,dieghv > dioion.dict
,po²,,,,叵,,,,,dieghv > dioion.dict
,po²,,,,鉕,,,,,dieghv > dioion.dict
,po²,,,,笸,,,,,dieghv > dioion.dict
,poh⁴,,,,粕,,,,,dieghv > dioion.dict
,po⁵,,,,皤,,,,,dieghv > dioion.dict
,po⁵,,,,婆,,,,,dieghv > dioion.dict
,po⁶,,,,抱,,,,,dieghv > dioion.dict
,mo¹,,,,芼,,,,,dieghv > dioion.dict
,mo¹,,,,嘛,,,,,dieghv > dioion.dict
,mo¹,,,,饃,,,,,dieghv > dioion.dict
,mo²,,,,孬,,,,,dieghv > dioion.dict
,moh⁴,,,,麽,,,,,dieghv > dioion.dict
,moh⁴,,,,麼,,,,,dieghv > dioion.dict
,mo⁵,,,,摩,,,,,dieghv > dioion.dict
,mo⁵,,,,蘑,,,,,dieghv > dioion.dict
,mo⁵,,,,摹,,,,,dieghv > dioion.dict
,mo⁵,,,,毛,,,,,dieghv > dioion.dict
,mo⁵,,,,嫫,,,,,dieghv > dioion.dict
,mo⁵,,,,蟆,,,,,dieghv > dioion.dict
,mo⁵,,,,謨,,,,,dieghv > dioion.dict
,mo⁵,,,,模,,,,,dieghv > dioion.dict
,mo⁵,,,,魔,,,,,dieghv > dioion.dict
,mo⁶,,,,募,,,,,dieghv > dioion.dict
,mo⁶,,,,墓,,,,,dieghv > dioion.dict
,mo⁶,,,,慕,,,,,dieghv > dioion.dict
,mo⁶,,,,幕,,,,,dieghv > dioion.dict
,mo⁶,,,,暮,,,,,dieghv > dioion.dict
,mo⁶,,,,莫,,,,,dieghv > dioion.dict
,mo⁷,,,,望,,,,,dieghv > dioion.dict
,mo⁷,,,,磨,,,,,dieghv > dioion.dict
,moh⁸,,,,漠,,,,,dieghv > dioion.dict
,moh⁸,,,,瘼,,,,,dieghv > dioion.dict
,moh⁸,,,,膜,,,,,dieghv > dioion.dict
,bho²,,,,姥,,,,,dieghv > dioion.dict
,bho²,,,,母,,,,,dieghv > dioion.dict
,bho²,,,,拇,,,,,dieghv > dioion.dict
,bho⁵,,,,无,,,,,dieghv > dioion.dict
,bho⁵,,,,毋,,,,,dieghv > dioion.dict
,bho⁵,,,,無,,,,,dieghv > dioion.dict
,bho⁵,,,,亡,,,,,dieghv > dioion.dict
,bho⁷,,,,帽,,,,,dieghv > dioion.dict
,do¹,,,,刀,,,,,dieghv > dioion.dict
,do¹,,,,敠,,,,,dieghv > dioion.dict
,do¹,,,,敪,,,,,dieghv > dioion.dict
,do¹,,,,多,,,,,dieghv > dioion.dict
,do¹,,,,哆,,,,,dieghv > dioion.dict
,do²,,,,倒,,,,,dieghv > dioion.dict
,do²,,,,嚲,,,,,dieghv > dioion.dict
,do²,,,,短,,,,,dieghv > dioion.dict
,do³,,,,戴,,,,,dieghv > dioion.dict
,do³,,,,倒,,,,,dieghv > dioion.dict
,doh⁴,,,,卓,,,,,dieghv > dioion.dict
,doh⁴,,,,倬,,,,,dieghv > dioion.dict
,doh⁴,,,,桌,,,,,dieghv > dioion.dict
,doh⁴,,,,啄,,,,,dieghv > dioion.dict
,doh⁴,,,,踔,,,,,dieghv > dioion.dict
,doh⁴,,,,諑,,,,,dieghv > dioion.dict
,do⁵,,,,剁,,,,,dieghv > dioion.dict
,do⁵,,,,垛,,,,,dieghv > dioion.dict
,do⁵,,,,朵,,,,,dieghv > dioion.dict
,do⁵,,,,埵,,,,,dieghv > dioion.dict
,do⁵,,,,跺,,,,,dieghv > dioion.dict
,do⁵,,,,躲,,,,,dieghv > dioion.dict
,do⁵,,,,逃,,,,,dieghv > dioion.dict
,do⁶,,,,在,,,,,dieghv > dioion.dict
,do⁶,,,,垛,,,,,dieghv > dioion.dict
,do⁶,,,,朵,,,,,dieghv > dioion.dict
,do⁷,,,,代,,,,,dieghv > dioion.dict
,do⁷,,,,袋,,,,,dieghv > dioion.dict
,do⁷,,,,埭,,,,,dieghv > dioion.dict
,doh⁸,,,,擇,,,,,dieghv > dioion.dict
,doh⁸,,,,奪,,,,,dieghv > dioion.dict
,to¹,,,,胎,,,,,dieghv > dioion.dict
,to²,,,,妥,,,,,dieghv > dioion.dict
,to²,,,,炧,,,,,dieghv > dioion.dict
,to²,,,,唾,,,,,dieghv > dioion.dict
,to²,,,,橢,,,,,dieghv > dioion.dict
,to²,,,,討,,,,,dieghv > dioion.dict
,to³,,,,退,,,,,dieghv > dioion.dict
,to³,,,,蛻,,,,,dieghv > dioion.dict
,to³,,,,褪,,,,,dieghv > dioion.dict
,toh⁴,,,,拓,,,,,dieghv > dioion.dict
,toh⁴,,,,搨,,,,,dieghv > dioion.dict
,toh⁴,,,,托,,,,,dieghv > dioion.dict
,toh⁴,,,,庹,,,,,dieghv > dioion.dict
,toh⁴,,,,託,,,,,dieghv > dioion.dict
,toh⁴,,,,蘀,,,,,dieghv > dioion.dict
,toh⁴,,,,籜,,,,,dieghv > dioion.dict
,to⁵,,,,桃,,,,,dieghv > dioion.dict
,to⁵,,,,柁,,,,,dieghv > dioion.dict
,to⁵,,,,沱,,,,,dieghv > dioion.dict
,to⁵,,,,跎,,,,,dieghv > dioion.dict
,to⁵,,,,坨,,,,,dieghv > dioion.dict
,to⁵,,,,酡,,,,,dieghv > dioion.dict
,to⁵,,,,陀,,,,,dieghv > dioion.dict
,to⁵,,,,馱,,,,,dieghv > dioion.dict
,to⁵,,,,砣,,,,,dieghv > dioion.dict
,to⁵,,,,駝,,,,,dieghv > dioion.dict
,to⁵,,,,鮀,,,,,dieghv > dioion.dict
,to⁵,,,,鴕,,,,,dieghv > dioion.dict
,to⁵,,,,鼉,,,,,dieghv > dioion.dict
,to⁵,,,,鼧,,,,,dieghv > dioion.dict
,to⁵,,,,萄,,,,,dieghv > dioion.dict
,toh⁸,,,,駝,,,,,dieghv > dioion.dict
,no³,,,,努,,,,,dieghv > dioion.dict
,no³,,,,懦,,,,,dieghv > dioion.dict
,no³,,,,耨,,,,,dieghv > dioion.dict
,no³,,,,糯,,,,,dieghv > dioion.dict
,no³,,,,砮,,,,,dieghv > dioion.dict
,no³,,,,駑,,,,,dieghv > dioion.dict
,no⁵,,,,娜,,,,,dieghv > dioion.dict
,no⁵,,,,弩,,,,,dieghv > dioion.dict
,no⁵,,,,帑,,,,,dieghv > dioion.dict
,no⁵,,,,挪,,,,,dieghv > dioion.dict
,no⁵,,,,榔,,,,,dieghv > dioion.dict
,no⁵,,,,儺,,,,,dieghv > dioion.dict
,no⁵,,,,孥,,,,,dieghv > dioion.dict
,no⁶,,,,二,,,,,dieghv > dioion.dict
,no⁶,,,,貳,,,,,dieghv > dioion.dict
,no⁷,,,,怒,,,,,dieghv > dioion.dict
,lo¹,,,,咯,,,,,dieghv > dioion.dict
,lo²,,,,裸,,,,,dieghv > dioion.dict
,lo²,,,,潦,,,,,dieghv > dioion.dict
,lo²,,,,蓏,,,,,dieghv > dioion.dict
,lo²,,,,佬,,,,,dieghv > dioion.dict
,lo²,,,,裹,,,,,dieghv > dioion.dict
,lo⁵,,,,囉,,,,,dieghv > dioion.dict
,lo⁵,,,,羅,,,,,dieghv > dioion.dict
,lo⁵,,,,蘿,,,,,dieghv > dioion.dict
,lo⁵,,,,籮,,,,,dieghv > dioion.dict
,lo⁵,,,,邏,,,,,dieghv > dioion.dict
,lo⁵,,,,鑼,,,,,dieghv > dioion.dict
,lo⁵,,,,欏,,,,,dieghv > dioion.dict
,lo⁵,,,,腡,,,,,dieghv > dioion.dict
,lo⁵,,,,騾,,,,,dieghv > dioion.dict
,lo⁵,,,,螺,,,,,dieghv > dioion.dict
,lo⁵,,,,瘰,,,,,dieghv > dioion.dict
,lo⁵,,,,蠃,,,,,dieghv > dioion.dict
,lo⁵,,,,覼,,,,,dieghv > dioion.dict
,lo⁵,,,,牢,,,,,dieghv > dioion.dict
,lo⁵,,,,漯,,,,,dieghv > dioion.dict
,loh⁸,,,,落,,,,,dieghv > dioion.dict
,loh⁸,,,,摞,,,,,dieghv > dioion.dict
,loh⁸,,,,犖,,,,,dieghv > dioion.dict
,loh⁸,,,,駱,,,,,dieghv > dioion.dict
,go¹,,,,歌,,,,,dieghv > dioion.dict
,go¹,,,,撾,,,,,dieghv > dioion.dict
,go¹,,,,哥,,,,,dieghv > dioion.dict
,go¹,,,,過,,,,,dieghv > dioion.dict
,go¹,,,,活,,,,,dieghv > dioion.dict
,go¹,,,,𠹭,,,,,dieghv > dioion.dict
,go¹,,,,竿,,,,,dieghv > dioion.dict
,go¹,,,,高,,,,,dieghv > dioion.dict
,go¹,,,,篙,,,,,dieghv > dioion.dict
,go¹,,,,糕,,,,,dieghv > dioion.dict
,go¹,,,,餻,,,,,dieghv > dioion.dict
,go¹,,,,羔,,,,,dieghv > dioion.dict
,go¹,,,,渦,,,,,dieghv > dioion.dict
,go¹,,,,膏,,,,,dieghv > dioion.dict
,go²,,,,稿,,,,,dieghv > dioion.dict
,go²,,,,藁,,,,,dieghv > dioion.dict
,go²,,,,蜾,,,,,dieghv > dioion.dict
