puj,dp,poj,tl,bp,han,han_variants,en,zh_CN,zh_TW,source
,,Sùi,Suì,,碎,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sùi,Suì,,誶,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sûi,Suî,,垂,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sûi,Suî,,,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sûi,Suî,,,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sûi,Suî,,隨,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sûi,Suî,,箠,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sûi,Suî,,腄,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sûi,Suî,,陲,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sûi,Suî,,倕,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sûi,Suî,,,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sûi,Suî,,,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sûi,Suî,,,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sûi,Suî,,誰,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sûi,Suî,,脽,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sûi,Suî,,隋,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sûi,Suî,,錘,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sūi,Suī,,遂,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sūi,Suī,,瑞,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sūi,Suī,,穟,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sūi,Suī,,穗,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sūi,Suī,,睡,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sūi,Suī,,,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sūi,Suī,,崇,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sūi,Suī,,燧,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sūi,Suī,,,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sūi,Suī,,,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sūi,Suī,,璲,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sūi,Suī,,檖,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sūi,Suī,,,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sūi,Suī,,,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sūi,Suī,,,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sūi,Suī,,鐩,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sūi,Suī,,襚,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sūi,Suī,,鐆,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sūi,Suī,,繸,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sūi,Suī,,,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sūi,Suī,,隧,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sūi,Suī,,術,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sun,Sun,,蓀,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sun,Sun,,搎,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sun,Sun,,槂,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sun,Sun,,猻,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sun,Sun,,,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sun,Sun,,,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sun,Sun,,孫,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sún,Sún,,筍,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sún,Sún,,栒,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sún,Sún,,簨,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sún,Sún,,損,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sún,Sún,,,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sún,Sún,,,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sún,Sún,,,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sún,Sún,,榫,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sún,Sún,,,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,sún,sún,,,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sùn,Sùn,,巽,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sùn,Sùn,,遜,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sùn,Sùn,,舜,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sùn,Sùn,,愻,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sùn,Sùn,,,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sùn,Sùn,,侚,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sùn,Sùn,,,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sùn,Sùn,,蕣,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sùn,Sùn,,,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sùn,Sùn,,潠,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sùn,Sùn,,噀,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sùn,Sùn,,,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sùn,Sùn,,瞬,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sùn,Sùn,,瞚,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sùn,Sùn,,孫,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sùn,Sùn,,,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sûn,Sûn,,旬,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sûn,Sûn,,荀,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sûn,Sûn,,,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sûn,Sûn,,巡,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sûn,Sûn,,徇,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sûn,Sûn,,,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sûn,Sûn,,循,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
,,Sûn,Sûn,,,,,,,ChhoeTaigi > ChhoeTaigi_KamJitian
