puj,dp,poj,tl,bp,han,han_variants,en,zh_CN,zh_TW,source
,no⁵,,,,弩,,,,,dieghv > dieziu.dict
,no⁵,,,,帑,,,,,dieghv > dieziu.dict
,no⁵,,,,挪,,,,,dieghv > dieziu.dict
,no⁵,,,,榔,,,,,dieghv > dieziu.dict
,no⁵,,,,儺,,,,,dieghv > dieziu.dict
,no⁵,,,,孥,,,,,dieghv > dieziu.dict
,no⁶,,,,二,,,,,dieghv > dieziu.dict
,no⁶,,,,貳,,,,,dieghv > dieziu.dict
,no⁷,,,,怒,,,,,dieghv > dieziu.dict
,lo¹,,,,咯,,,,,dieghv > dieziu.dict
,lo²,,,,裸,,,,,dieghv > dieziu.dict
,lo²,,,,潦,,,,,dieghv > dieziu.dict
,lo²,,,,蓏,,,,,dieghv > dieziu.dict
,lo²,,,,佬,,,,,dieghv > dieziu.dict
,lo²,,,,裹,,,,,dieghv > dieziu.dict
,lo⁵,,,,囉,,,,,dieghv > dieziu.dict
,lo⁵,,,,羅,,,,,dieghv > dieziu.dict
,lo⁵,,,,蘿,,,,,dieghv > dieziu.dict
,lo⁵,,,,籮,,,,,dieghv > dieziu.dict
,lo⁵,,,,邏,,,,,dieghv > dieziu.dict
,lo⁵,,,,鑼,,,,,dieghv > dieziu.dict
,lo⁵,,,,欏,,,,,dieghv > dieziu.dict
,lo⁵,,,,腡,,,,,dieghv > dieziu.dict
,lo⁵,,,,騾,,,,,dieghv > dieziu.dict
,lo⁵,,,,螺,,,,,dieghv > dieziu.dict
,lo⁵,,,,瘰,,,,,dieghv > dieziu.dict
,lo⁵,,,,蠃,,,,,dieghv > dieziu.dict
,lo⁵,,,,覼,,,,,dieghv > dieziu.dict
,lo⁵,,,,牢,,,,,dieghv > dieziu.dict
,lo⁵,,,,漯,,,,,dieghv > dieziu.dict
,loh⁸,,,,落,,,,,dieghv > dieziu.dict
,loh⁸,,,,摞,,,,,dieghv > dieziu.dict
,loh⁸,,,,犖,,,,,dieghv > dieziu.dict
,loh⁸,,,,駱,,,,,dieghv > dieziu.dict
,go¹,,,,歌,,,,,dieghv > dieziu.dict
,go¹,,,,撾,,,,,dieghv > dieziu.dict
,go¹,,,,哥,,,,,dieghv > dieziu.dict
,go¹,,,,過,,,,,dieghv > dieziu.dict
,go¹,,,,活,,,,,dieghv > dieziu.dict
,go¹,,,,𠹭,,,,,dieghv > dieziu.dict
,go¹,,,,竿,,,,,dieghv > dieziu.dict
,go¹,,,,高,,,,,dieghv > dieziu.dict
,go¹,,,,篙,,,,,dieghv > dieziu.dict
,go¹,,,,糕,,,,,dieghv > dieziu.dict
,go¹,,,,餻,,,,,dieghv > dieziu.dict
,go¹,,,,羔,,,,,dieghv > dieziu.dict
,go¹,,,,渦,,,,,dieghv > dieziu.dict
,go¹,,,,膏,,,,,dieghv > dieziu.dict
,go²,,,,稿,,,,,dieghv > dieziu.dict
,go²,,,,藁,,,,,dieghv > dieziu.dict
,go²,,,,蜾,,,,,dieghv > dieziu.dict
,go³,,,,塊,,,,,dieghv > dieziu.dict
,go³,,,,划,,,,,dieghv > dieziu.dict
,go³,,,,告,,,,,dieghv > dieziu.dict
,goh⁴,,,,閣,,,,,dieghv > dieziu.dict
,go⁵,,,,擱,,,,,dieghv > dieziu.dict
,go⁶,,,,個,,,,,dieghv > dieziu.dict
,ko¹,,,,戈,,,,,dieghv > dieziu.dict
,ko¹,,,,柯,,,,,dieghv > dieziu.dict
,ko¹,,,,珂,,,,,dieghv > dieziu.dict
,ko¹,,,,疴,,,,,dieghv > dieziu.dict
,ko¹,,,,窠,,,,,dieghv > dieziu.dict
,ko¹,,,,稞,,,,,dieghv > dieziu.dict
,ko¹,,,,舸,,,,,dieghv > dieziu.dict
,ko¹,,,,苛,,,,,dieghv > dieziu.dict
,ko¹,,,,軻,,,,,dieghv > dieziu.dict
,ko¹,,,,輠,,,,,dieghv > dieziu.dict
,ko¹,,,,牁,,,,,dieghv > dieziu.dict
,ko²,,,,可,,,,,dieghv > dieziu.dict
,ko²,,,,顆,,,,,dieghv > dieziu.dict
,ko²,,,,哿,,,,,dieghv > dieziu.dict
,ko²,,,,岢,,,,,dieghv > dieziu.dict
,ko²,,,,坷,,,,,dieghv > dieziu.dict
,ko²,,,,棵,,,,,dieghv > dieziu.dict
,ko²,,,,涸,,,,,dieghv > dieziu.dict
,ko²,,,,髁,,,,,dieghv > dieziu.dict
,ko²,,,,騍,,,,,dieghv > dieziu.dict
,ko³,,,,錁,,,,,dieghv > dieziu.dict
,ngo³,,,,喁,,,,,dieghv > dieziu.dict
,ngo⁵,,,,喁,,,,,dieghv > dieziu.dict
,ngo⁵,,,,娥,,,,,dieghv > dieziu.dict
,ngo⁵,,,,哦,,,,,dieghv > dieziu.dict
,ngo⁵,,,,俄,,,,,dieghv > dieziu.dict
,ngo⁵,,,,峨,,,,,dieghv > dieziu.dict
,ngo⁵,,,,莪,,,,,dieghv > dieziu.dict
,ngo⁵,,,,硪,,,,,dieghv > dieziu.dict
,ngo⁵,,,,蛾,,,,,dieghv > dieziu.dict
,ngo⁵,,,,鋨,,,,,dieghv > dieziu.dict
,ngo⁵,,,,愚,,,,,dieghv > dieziu.dict
,ngo⁵,,,,梧,,,,,dieghv > dieziu.dict
,ngo⁵,,,,嵎,,,,,dieghv > dieziu.dict
,ngo⁵,,,,虞,,,,,dieghv > dieziu.dict
,ngo⁵,,,,隅,,,,,dieghv > dieziu.dict
,ngo⁵,,,,禺,,,,,dieghv > dieziu.dict
,ngo⁶,,,,寓,,,,,dieghv > dieziu.dict
,ngo⁶,,,,寤,,,,,dieghv > dieziu.dict
,ngo⁶,,,,悟,,,,,dieghv > dieziu.dict
,ngo⁶,,,,遇,,,,,dieghv > dieziu.dict
,ngo⁶,,,,晤,,,,,dieghv > dieziu.dict
,gho⁵,,,,鵝,,,,,dieghv > dieziu.dict
,gho⁷,,,,餓,,,,,dieghv > dieziu.dict
,ho¹,,,,呵,,,,,dieghv > dieziu.dict
,ho¹,,,,訶,,,,,dieghv > dieziu.dict
,ho²,,,,好,,,,,dieghv > dieziu.dict
,ho³,,,,耗,,,,,dieghv > dieziu.dict
,ho³,,,,囮,,,,,dieghv > dieziu.dict
,ho³,,,,訛,,,,,dieghv > dieziu.dict
,ho³,,,,荷,,,,,dieghv > dieziu.dict
,ho⁵,,,,何,,,,,dieghv > dieziu.dict
,ho⁵,,,,河,,,,,dieghv > dieziu.dict
