puj,puj_orig,poj,poj_orig,han,han_orig,en,en_orig,zh_TW,zh_CN,source
mâng,,,,忙,,,,,,teochew.chars
mâng,,,,氓,,,,,,teochew.chars
mâng,,,,盲,,,,,,teochew.chars
mâng,,,,芒,,,,,,teochew.chars
mâng,,,,茫,,,,,,teochew.chars
mâu,,,,毛,,,,,,teochew.chars
mâu,,,,犛,,,,,,teochew.chars
mâu,,,,矛,,,,,,teochew.chars
mâu,,,,茅,,,,,,teochew.chars
mâu,,,,髦,,,,,,teochew.chars
mãi,,,,邁,,,,,,teochew.chars
mãn,,,,曼,,,,,,teochew.chars
mãng,,,,幕,,,,,,teochew.chars
mãng,,,,網,,,,,,teochew.chars
mãu,,,,冒,,,,,,teochew.chars
mãu,,,,貌,,,,,,teochew.chars
mèng,,,,眠,,,,,,teochew.chars
mé,,,,猛,,,,,,teochew.chars
mé,,,,蟒,,,,,,teochew.chars
méhⁿ,,,,脉,,,,,,teochew.chars
méng,,,,猛,,,,,,teochew.chars
méng,,,,皿,,,,,,teochew.chars
méng,,,,錳,,,,,,teochew.chars
mê,,,,冥,,,,,,teochew.chars
mê,,,,夜,,,,,,teochew.chars
mê,,,,明,,,,,,teochew.chars
mê,,,,暝,,,,,,teochew.chars
mê,,,,盲,,,,,,teochew.chars
mê,,,,芒,,,,,,teochew.chars
mêng,,,,冥,,,,,,teochew.chars
mêng,,,,名,,,,,,teochew.chars
mêng,,,,夜,,,,,,teochew.chars
mêng,,,,明,,,,,,teochew.chars
mêng,,,,暝,,,,,,teochew.chars
mêng,,,,盟,,,,,,teochew.chars
mêng,,,,盲,,,,,,teochew.chars
mêng,,,,眠,,,,,,teochew.chars
mêng,,,,瞑,,,,,,teochew.chars
mêng,,,,萌,,,,,,teochew.chars
mêng,,,,螟,,,,,,teochew.chars
mêng,,,,酩,,,,,,teochew.chars
mêng,,,,銘,,,,,,teochew.chars
mêng,,,,鳴,,,,,,teochew.chars
mí,,,,美,,,,,,teochew.chars
mí,,,,靡,,,,,,teochew.chars
mín,,,,免,,,,,,teochew.chars
mín,,,,甭,,,,,,teochew.chars
mî,,,,棉,,,,,,teochew.chars
mî,,,,眯,,,,,,teochew.chars
mî,,,,糜,,,,,,teochew.chars
mî,,,,綿,,,,,,teochew.chars
mî,,,,迷,,,,,,teochew.chars
mî,,,,醚,,,,,,teochew.chars
mîn,,,,抿,,,,,,teochew.chars
mîn,,,,民,,,,,,teochew.chars
mîn,,,,氓,,,,,,teochew.chars
mîn,,,,泯,,,,,,teochew.chars
mîn,,,,眠,,,,,,teochew.chars
mòng,,,,貿,,,,,,teochew.chars
mòu,,,,瞀,,,,,,teochew.chars
mó,,,,孬,,,,,,teochew.chars
mó,,,,𪥸,,,,,,teochew.chars
móng,,,,晚,,,,,,teochew.chars
móng,,,,某,,,,,,teochew.chars
mô,,,,埋,,,,,,teochew.chars
mô,,,,摩,,,,,,teochew.chars
mô,,,,摸,,,,,,teochew.chars
mô,,,,摹,,,,,,teochew.chars
mô,,,,模,,,,,,teochew.chars
mô,,,,毛,,,,,,teochew.chars
mô,,,,蘑,,,,,,teochew.chars
mô,,,,魔,,,,,,teochew.chars
mông,,,,摸,,,,,,teochew.chars
mông,,,,朦,,,,,,teochew.chars
mông,,,,檬,,,,,,teochew.chars
mông,,,,濛,,,,,,teochew.chars
mông,,,,矇,,,,,,teochew.chars
mông,,,,芒,,,,,,teochew.chars
mông,,,,蒙,,,,,,teochew.chars
mông,,,,蚊,,,,,,teochew.chars
mông,,,,蠓,,,,,,teochew.chars
mông,,,,謀,,,,,,teochew.chars
môu,,,,牟,,,,,,teochew.chars
môu,,,,謀,,,,,,teochew.chars
mõ,,,,募,,,,,,teochew.chars
mõ,,,,墓,,,,,,teochew.chars
mõ,,,,幕,,,,,,teochew.chars
mõ,,,,慕,,,,,,teochew.chars
mõ,,,,暮,,,,,,teochew.chars
mõng,,,,舞,,,,,,teochew.chars
mõng,,,,茂,,,,,,teochew.chars
mõu,,,,瞀,,,,,,teochew.chars
mõu,,,,茂,,,,,,teochew.chars
mõu,,,,袤,,,,,,teochew.chars
múa,,,,滿,,,,,,teochew.chars
múe,,,,每,,,,,,teochew.chars
múi,,,,美,,,,,,teochew.chars
múi,,,,鎂,,,,,,teochew.chars
mûa,,,,埋,,,,,,teochew.chars
mûa,,,,摩,,,,,,teochew.chars
mûa,,,,痲,,,,,,teochew.chars
mûa,,,,瞞,,,,,,teochew.chars
mûa,,,,蔴,,,,,,teochew.chars
mûa,,,,鰻,,,,,,teochew.chars
mûa,,,,麻,,,,,,teochew.chars
mûe,,,,糜,,,,,,teochew.chars
mûi,,,,微,,,,,,teochew.chars
mā,,,,嘛,,,,,,teochew.chars
mān,,,,慢,,,,,,teochew.chars
māng,,,,夢,,,,,,teochew.chars
māng,,,,芒,,,,,,teochew.chars
mē,,,,嗎,,,,,,teochew.chars
mē,,,,罵,,,,,,teochew.chars
mĩ,,,,媚,,,,,,teochew.chars
mĩ,,,,袂,,,,,,teochew.chars
mĩ,,,,謎,,,,,,teochew.chars
mĩ,,,,𠀾,,,,,,teochew.chars
mĩ,,,,𠁞,,,,,,teochew.chars
mĩ,,,,𣍐,,,,,,teochew.chars
mī,,,,麫,,,,,,teochew.chars
mī,,,,麵,,,,,,teochew.chars
mīn,,,,面,,,,,,teochew.chars
mńg,,,,晚,,,,,,teochew.chars
mō,,,,望,,,,,,teochew.chars
mō,,,,麼,,,,,,teochew.chars
mũe,,,,妹,,,,,,teochew.chars
mũe,,,,寐,,,,,,teochew.chars
mũe,,,,昧,,,,,,teochew.chars
mũe,,,,魅,,,,,,teochew.chars
mūe,,,,妹,,,,,,teochew.chars
m̃,,,,不,,,,,,teochew.chars
m̃,,,,唔,,,,,,teochew.chars
m̃,,,,毋,,,,,,teochew.chars
mẽng,,,,命,,,,,,teochew.chars
mẽng,,,,孟,,,,,,teochew.chars
na,,,,南,,,,,,teochew.chars
nah,,,,垃,,,,,,teochew.chars
nau,,,,孬,,,,,,teochew.chars
nau,,,,澆,,,,,,teochew.chars
nau,,,,𪥸,,,,,,teochew.chars
na̍p,,,,吶,,,,,,teochew.chars
na̍p,,,,納,,,,,,teochew.chars
na̍p,,,,諾,,,,,,teochew.chars
na̍p,,,,鈉,,,,,,teochew.chars
ne,,,,嬭,,,,,,teochew.chars
ne̍k,,,,匿,,,,,,teochew.chars
ne̍k,,,,溺,,,,,,teochew.chars
ne̍k,,,,肉,,,,,,teochew.chars
ne̍k,,,,龍,,,,,,teochew.chars
ng,,,,嗡,,,,,,teochew.chars
ng,,,,秧,,,,,,teochew.chars
ngam,,,,啱,,,,,,teochew.chars
ngang,,,,昂,,,,,,teochew.chars
ngau,,,,囂,,,,,,teochew.chars
nga̍k,,,,噩,,,,,,teochew.chars
nga̍k,,,,岳,,,,,,teochew.chars
nga̍k,,,,嶽,,,,,,teochew.chars
nga̍k,,,,鄂,,,,,,teochew.chars
nga̍k,,,,鱷,,,,,,teochew.chars
nge̍k,,,,逆,,,,,,teochew.chars
ngiau,,,,貓,,,,,,teochew.chars
ngia̍k,,,,瘧,,,,,,teochew.chars
ngia̍k,,,,虐,,,,,,teochew.chars
ngia̍k,,,,鎳,,,,,,teochew.chars
ngia̍p,,,,孽,,,,,,teochew.chars
ngia̍p,,,,業,,,,,,teochew.chars
ngiet,,,,喫,,,,,,teochew.chars
ngiet,,,,齧,,,,,,teochew.chars
ngiá,,,,雅,,,,,,teochew.chars
ngiáng,,,,仰,,,,,,teochew.chars
ngiáu,,,,老,,,,,,teochew.chars
ngiâm,,,,嚴,,,,,,teochew.chars
ngiâm,,,,閻,,,,,,teochew.chars
ngiâu,,,,堯,,,,,,teochew.chars
ngièn,,,,願,,,,,,teochew.chars
ngiên,,,,妍,,,,,,teochew.chars
ngiên,,,,研,,,,,,teochew.chars
ngiām,,,,驗,,,,,,teochew.chars
ngoih,,,,齧,,,,,,teochew.chars
ngo̍h,,,,愕,,,,,,teochew.chars
nguán,,,,玩,,,,,,teochew.chars
nguán,,,,阮,,,,,,teochew.chars
nguán,,,,頑,,,,,,teochew.chars
nguân,,,,元,,,,,,teochew.chars
nguân,,,,原,,,,,,teochew.chars
nguân,,,,源,,,,,,teochew.chars
nguân,,,,顏,,,,,,teochew.chars
nguãn,,,,愿,,,,,,teochew.chars
nguãn,,,,願,,,,,,teochew.chars
ngà,,,,㦙,,,,,,teochew.chars
ngàn,,,,唁,,,,,,teochew.chars
ngám,,,,眼,,,,,,teochew.chars
ngán,,,,眼,,,,,,teochew.chars
ngâi,,,,呆,,,,,,teochew.chars
ngâi,,,,崖,,,,,,teochew.chars
ngâi,,,,捱,,,,,,teochew.chars
ngâi,,,,涯,,,,,,teochew.chars
ngâi,,,,獃,,,,,,teochew.chars
ngâi,,,,皚,,,,,,teochew.chars
ngâm,,,,巖,,,,,,teochew.chars
ngâm,,,,癌,,,,,,teochew.chars
ngân,,,,元,,,,,,teochew.chars
ngân,,,,凝,,,,,,teochew.chars
ngân,,,,言,,,,,,teochew.chars
ngân,,,,顏,,,,,,teochew.chars
ngâu,,,,敖,,,,,,teochew.chars
ngâu,,,,淆,,,,,,teochew.chars
ngâu,,,,熬,,,,,,teochew.chars
ngâu,,,,爻,,,,,,teochew.chars
ngâu,,,,獒,,,,,,teochew.chars
ngâu,,,,翱,,,,,,teochew.chars
ngâu,,,,餚,,,,,,teochew.chars
ngãi,,,,岸,,,,,,teochew.chars
ngãi,,,,艾,,,,,,teochew.chars
ngãn,,,,彥,,,,,,teochew.chars
ngãn,,,,諺,,,,,,teochew.chars
ngãn,,,,贗,,,,,,teochew.chars
ngãn,,,,雁,,,,,,teochew.chars
ngãu,,,,傲,,,,,,teochew.chars
ngêng,,,,凝,,,,,,teochew.chars
ngêng,,,,迎,,,,,,teochew.chars
ngì,,,,誼,,,,,,teochew.chars
ngí,,,,擬,,,,,,teochew.chars
ngí,,,,議,,,,,,teochew.chars
ngî,,,,倪,,,,,,teochew.chars
ngî,,,,儀,,,,,,teochew.chars
ngî,,,,宜,,,,,,teochew.chars
ngî,,,,毅,,,,,,teochew.chars
ngî,,,,羿,,,,,,teochew.chars
ngî,,,,霓,,,,,,teochew.chars
ngîm,,,,吟,,,,,,teochew.chars
ngîm,,,,黔,,,,,,teochew.chars
ngó,,,,我,,,,,,teochew.chars
ngóiⁿ,,,,研,,,,,,teochew.chars
ngóu,,,,五,,,,,,teochew.chars
ngóu,,,,伍,,,,,,teochew.chars
ngóu,,,,偶,,,,,,teochew.chars
ngóu,,,,午,,,,,,teochew.chars
ngóu,,,,牾,,,,,,teochew.chars
ngóu,,,,藕,,,,,,teochew.chars
ngóu,,,,𩵱,,,,,,teochew.chars
ngô,,,,俄,,,,,,teochew.chars
ngô,,,,吾,,,,,,teochew.chars
ngô,,,,哦,,,,,,teochew.chars
ngô,,,,娥,,,,,,teochew.chars
ngô,,,,峨,,,,,,teochew.chars
ngô,,,,愚,,,,,,teochew.chars
ngô,,,,梧,,,,,,teochew.chars
ngô,,,,虞,,,,,,teochew.chars
ngô,,,,蛾,,,,,,teochew.chars
ngô,,,,隅,,,,,,teochew.chars
ngõ,,,,寓,,,,,,teochew.chars
ngõ,,,,寤,,,,,,teochew.chars
ngõ,,,,悟,,,,,,teochew.chars
ngõ,,,,晤,,,,,,teochew.chars
ngõ,,,,遇,,,,,,teochew.chars
ngõu,,,,五,,,,,,teochew.chars
ngõu,,,,伍,,,,,,teochew.chars
ngûi,,,,危,,,,,,teochew.chars
ngûi,,,,巍,,,,,,teochew.chars
ngĩ,,,,義,,,,,,teochew.chars
ngũi,,,,僞,,,,,,teochew.chars
ngũi,,,,詭,,,,,,teochew.chars
ngṳt,,,,吃,,,,,,teochew.chars
ngṳt,,,,屹,,,,,,teochew.chars
ngṳt,,,,疙,,,,,,teochew.chars
ngṳt,,,,訖,,,,,,teochew.chars
ngṳt,,,,迄,,,,,,teochew.chars
ngṳ̂n,,,,銀,,,,,,teochew.chars
ngṳ̂n,,,,靳,,,,,,teochew.chars
ngṳ̂n,,,,齦,,,,,,teochew.chars
ngẽ,,,,硬,,,,,,teochew.chars
ni,,,,呢,,,,,,teochew.chars
ni,,,,奶,,,,,,teochew.chars
ni,,,,嬭,,,,,,teochew.chars
ni,,,,𦮴,,,,,,teochew.chars
niam,,,,黏,,,,,,teochew.chars
niap,,,,懾,,,,,,teochew.chars
niap,,,,捏,,,,,,teochew.chars
niap,,,,攝,,,,,,teochew.chars
niap,,,,涅,,,,,,teochew.chars
niap,,,,聶,,,,,,teochew.chars
niap,,,,鑷,,,,,,teochew.chars
nia̍p,,,,拈,,,,,,teochew.chars
nia̍p,,,,捻,,,,,,teochew.chars
nih,,,,攝,,,,,,teochew.chars
nih,,,,𥍉,,,,,,teochew.chars
niàu,,,,皺,,,,,,teochew.chars
niá,,,,嶺,,,,,,teochew.chars
niá,,,,領,,,,,,teochew.chars
niáu,,,,嫋,,,,,,teochew.chars
niáu,,,,溺,,,,,,teochew.chars
niâm,,,,黏,,,,,,teochew.chars
niâng,,,,娘,,,,,,teochew.chars
nié,,,,両,,,,,,teochew.chars
niéⁿ,,,,両,,,,,,teochew.chars
niêⁿ,,,,娘,,,,,,teochew.chars
niêⁿ,,,,梁,,,,,,teochew.chars
niêⁿ,,,,粮,,,,,,teochew.chars
niêⁿ,,,,粱,,,,,,teochew.chars
niêⁿ,,,,糧,,,,,,teochew.chars
niêⁿ,,,,量,,,,,,teochew.chars
niú,,,,妞,,,,,,teochew.chars
niú,,,,扭,,,,,,teochew.chars
niú,,,,紐,,,,,,teochew.chars
niú,,,,鈕,,,,,,teochew.chars
niēⁿ,,,,讓,,,,,,teochew.chars
niũ,,,,謬,,,,,,teochew.chars
nn̂g,,,,䌜,,,,,,teochew.chars
nn̂g,,,,瓤,,,,,,teochew.chars
nn̂g,,,,郎,,,,,,teochew.chars
nn̂g,,,,郞,,,,,,teochew.chars
nn̄g,,,,浪,,,,,,teochew.chars
nou,,,,奴,,,,,,teochew.chars
nàm,,,,坔,,,,,,teochew.chars
ná,,,,哪,,,,,,teochew.chars
ná,,,,拿,,,,,,teochew.chars
ná,,,,欖,,,,,,teochew.chars
ná,,,,那,,,,,,teochew.chars
nái,,,,乃,,,,,,teochew.chars
nái,,,,奶,,,,,,teochew.chars
nám,,,,攬,,,,,,teochew.chars
nán,,,,俺,,,,,,teochew.chars
nán,,,,咱,,,,,,teochew.chars
nán,,,,赧,,,,,,teochew.chars
náu,,,,惱,,,,,,teochew.chars
náu,,,,瑙,,,,,,teochew.chars
náu,,,,腦,,,,,,teochew.chars
nâ,,,,哪,,,,,,teochew.chars
nâ,,,,林,,,,,,teochew.chars
nâ,,,,籃,,,,,,teochew.chars
nâ,,,,藍,,,,,,teochew.chars
nâm,,,,南,,,,,,teochew.chars
nân,,,,難,,,,,,teochew.chars
nâng,,,,人,,,,,,teochew.chars
nâng,,,,儂,,,,,,teochew.chars
nâu,,,,撓,,,,,,teochew.chars
nã,,,,爁,,,,,,teochew.chars
nãi,,,,乃,,,,,,teochew.chars
nãi,,,,奈,,,,,,teochew.chars
nãi,,,,氖,,,,,,teochew.chars
nãi,,,,癩,,,,,,teochew.chars
nãi,,,,籟,,,,,,teochew.chars
nãi,,,,耐,,,,,,teochew.chars
nãi,,,,賴,,,,,,teochew.chars
nãu,,,,扭,,,,,,teochew.chars
nãu,,,,鬧,,,,,,teochew.chars
né,,,,冷,,,,,,teochew.chars
nì,,,,泥,,,,,,teochew.chars
ní,,,,女,,,,,,teochew.chars
ní,,,,弭,,,,,,teochew.chars
ní,,,,彌,,,,,,teochew.chars
ní,,,,染,,,,,,teochew.chars
ní,,,,瀰,,,,,,teochew.chars
ní,,,,獼,,,,,,teochew.chars
nín,,,,恁,,,,,,teochew.chars
nî,,,,呢,,,,,,teochew.chars
nî,,,,妮,,,,,,teochew.chars
nî,,,,尼,,,,,,teochew.chars
nî,,,,年,,,,,,teochew.chars
nî,,,,昵,,,,,,teochew.chars
nî,,,,泥,,,,,,teochew.chars
nî,,,,𦮴,,,,,,teochew.chars
nñg,,,,卵,,,,,,teochew.chars
nò,,,,努,,,,,,teochew.chars
nò,,,,怒,,,,,,teochew.chars
nò,,,,懦,,,,,,teochew.chars
nò,,,,糯,,,,,,teochew.chars
nò,,,,駑,,,,,,teochew.chars
nô,,,,娜,,,,,,teochew.chars
nô,,,,挪,,,,,,teochew.chars
nô,,,,榔,,,,,,teochew.chars
nôiⁿ,,,,荔,,,,,,teochew.chars
nôiⁿ,,,,蓮,,,,,,teochew.chars
nôu,,,,奴,,,,,,teochew.chars
nôu,,,,孥,,,,,,teochew.chars
nõ,,,,二,,,,,,teochew.chars
nõ,,,,兩,,,,,,teochew.chars
nõ,,,,貳,,,,,,teochew.chars
núi,,,,餒,,,,,,teochew.chars
nûa,,,,欄,,,,,,teochew.chars
nā,,,,哪,,,,,,teochew.chars
nā,,,,爁,,,,,,teochew.chars
nā,,,,若,,,,,,teochew.chars
nān,,,,難,,,,,,teochew.chars
nē,,,,呢,,,,,,teochew.chars
nē,,,,𦮴,,,,,,teochew.chars
nĩ,,,,奶,,,,,,teochew.chars
nĩ,,,,泥,,,,,,teochew.chars
nĩ,,,,膩,,,,,,teochew.chars
nńg,,,,女,,,,,,teochew.chars
nńg,,,,軟,,,,,,teochew.chars
nō,,,,哪,,,,,,teochew.chars
nō,,,,怒,,,,,,teochew.chars
nũa,,,,涎,,,,,,teochew.chars
nũa,,,,涏,,,,,,teochew.chars
nũa,,,,瀾,,,,,,teochew.chars
nūa,,,,爛,,,,,,teochew.chars
nǹg,,,,鑽,,,,,,teochew.chars
n̂g,,,,磺,,,,,,teochew.chars
n̂g,,,,黃,,,,,,teochew.chars
n̄g,,,,嗯,,,,,,teochew.chars
o,,,,亞,,,,,,teochew.chars
o,,,,呵,,,,,,teochew.chars
o,,,,噢,,,,,,teochew.chars
o,,,,媧,,,,,,teochew.chars
o,,,,屙,,,,,,teochew.chars
o,,,,汚,,,,,,teochew.chars
o,,,,污,,,,,,teochew.chars
o,,,,渦,,,,,,teochew.chars
o,,,,窩,,,,,,teochew.chars
o,,,,蝸,,,,,,teochew.chars
o,,,,鏖,,,,,,teochew.chars
o,,,,阿,,,,,,teochew.chars
oh,,,,僫,,,,,,teochew.chars
oh,,,,呃,,,,,,teochew.chars
oh,,,,惡,,,,,,teochew.chars
oi,,,,挨,,,,,,teochew.chars
oi̍h,,,,狹,,,,,,teochew.chars
ok,,,,屋,,,,,,teochew.chars
ok,,,,握,,,,,,teochew.chars
ok,,,,沃,,,,,,teochew.chars
ok,,,,齷,,,,,,teochew.chars
ong,,,,嗡,,,,,,teochew.chars
ong,,,,翁,,,,,,teochew.chars
ou,,,,烏,,,,,,teochew.chars
ou,,,,鎢,,,,,,teochew.chars
ou,,,,鷗,,,,,,teochew.chars
o̍h,,,,學,,,,,,teochew.chars
pa,,,,叭,,,,,,teochew.chars
pa,,,,吧,,,,,,teochew.chars
pa,,,,巴,,,,,,teochew.chars
pa,,,,爸,,,,,,teochew.chars
pa,,,,疤,,,,,,teochew.chars
pa,,,,笆,,,,,,teochew.chars
pa,,,,芭,,,,,,teochew.chars
pa,,,,葩,,,,,,teochew.chars
pak,,,,亳,,,,,,teochew.chars
pak,,,,八,,,,,,teochew.chars
pak,,,,剝,,,,,,teochew.chars
pak,,,,北,,,,,,teochew.chars
pak,,,,幅,,,,,,teochew.chars
pak,,,,腹,,,,,,teochew.chars
pak,,,,膊,,,,,,teochew.chars
pak,,,,輻,,,,,,teochew.chars
pan,,,,斑,,,,,,teochew.chars
pan,,,,班,,,,,,teochew.chars
pan,,,,頒,,,,,,teochew.chars
pang,,,,崩,,,,,,teochew.chars
pang,,,,幫,,,,,,teochew.chars
pang,,,,彭,,,,,,teochew.chars
pang,,,,方,,,,,,teochew.chars
pang,,,,枋,,,,,,teochew.chars
pang,,,,梆,,,,,,teochew.chars
pang,,,,楓,,,,,,teochew.chars
pang,,,,繃,,,,,,teochew.chars
pang,,,,肪,,,,,,teochew.chars
pang,,,,蹦,,,,,,teochew.chars
pang,,,,邦,,,,,,teochew.chars
pat,,,,別,,,,,,teochew.chars
pat,,,,識,,,,,,teochew.chars
pat,,,,𧧸,,,,,,teochew.chars
pat,,,,𰵬,,,,,,teochew.chars
pau,,,,包,,,,,,teochew.chars
pau,,,,孢,,,,,,teochew.chars
pau,,,,胞,,,,,,teochew.chars
pau,,,,苞,,,,,,teochew.chars
pauh,,,,癤,,,,,,teochew.chars
pa̍k,,,,縛,,,,,,teochew.chars
pa̍t,,,,別,,,,,,teochew.chars
pa̍t,,,,菝,,,,,,teochew.chars
peh,,,,伯,,,,,,teochew.chars
peh,,,,佰,,,,,,teochew.chars
peh,,,,掰,,,,,,teochew.chars
peh,,,,柏,,,,,,teochew.chars
peh,,,,爬,,,,,,teochew.chars
peh,,,,百,,,,,,teochew.chars
pek,,,,偪,,,,,,teochew.chars
pek,,,,愊,,,,,,teochew.chars
pek,,,,柏,,,,,,teochew.chars
pek,,,,煏,,,,,,teochew.chars
pek,,,,薄,,,,,,teochew.chars
pek,,,,迫,,,,,,teochew.chars
pek,,,,逼,,,,,,teochew.chars
pek,,,,𤇢,,,,,,teochew.chars
pe̍h,,,,帛,,,,,,teochew.chars
pe̍h,,,,白,,,,,,teochew.chars
pha,,,,拋,,,,,,teochew.chars
pha,,,,脬,,,,,,teochew.chars
pha,,,,趴,,,,,,teochew.chars
phah,,,,啪,,,,,,teochew.chars
phah,,,,打,,,,,,teochew.chars
phah,,,,拍,,,,,,teochew.chars
phak,,,,伏,,,,,,teochew.chars
phak,,,,博,,,,,,teochew.chars
phak,,,,搏,,,,,,teochew.chars
phak,,,,趴,,,,,,teochew.chars
phan,,,,攀,,,,,,teochew.chars
phang,,,,芳,,,,,,teochew.chars
phang,,,,蜂,,,,,,teochew.chars
phau,,,,刨,,,,,,teochew.chars
phau,,,,拋,,,,,,teochew.chars
phau,,,,泡,,,,,,teochew.chars
phau,,,,褒,,,,,,teochew.chars
pha̍k,,,,暴,,,,,,teochew.chars
pha̍k,,,,曝,,,,,,teochew.chars
pha̍k,,,,瀑,,,,,,teochew.chars
pha̍k,,,,雹,,,,,,teochew.chars
phek,,,,劈,,,,,,teochew.chars
phek,,,,珀,,,,,,teochew.chars
phek,,,,碧,,,,,,teochew.chars
phek,,,,辟,,,,,,teochew.chars
phek,,,,闢,,,,,,teochew.chars
phek,,,,霹,,,,,,teochew.chars
phek,,,,魄,,,,,,teochew.chars
pheng,,,,拼,,,,,,teochew.chars
pheng,,,,烹,,,,,,teochew.chars
phi,,,,披,,,,,,teochew.chars
phiah,,,,僻,,,,,,teochew.chars
phiah,,,,癖,,,,,,teochew.chars
phiau,,,,標,,,,,,teochew.chars
phiau,,,,漂,,,,,,teochew.chars
phiau,,,,瓢,,,,,,teochew.chars
phiau,,,,膘,,,,,,teochew.chars
phiau,,,,飄,,,,,,teochew.chars
phiau,,,,飆,,,,,,teochew.chars
phiau,,,,驃,,,,,,teochew.chars
phia̍h,,,,僻,,,,,,teochew.chars
phiaⁿ,,,,𩩍,,,,,,teochew.chars
phien,,,,偏,,,,,,teochew.chars
phien,,,,扁,,,,,,teochew.chars
phien,,,,篇,,,,,,teochew.chars
phien,,,,編,,,,,,teochew.chars
phien,,,,翩,,,,,,teochew.chars
phit,,,,匹,,,,,,teochew.chars
phit,,,,疋,,,,,,teochew.chars
phiàⁿ,,,,聘,,,,,,teochew.chars
phiâⁿ,,,,坪,,,,,,teochew.chars
phiè,,,,票,,,,,,teochew.chars
phièn,,,,片,,,,,,teochew.chars
phièn,,,,騙,,,,,,teochew.chars
phiê,,,,萍,,,,,,teochew.chars
phiù,,,,漂,,,,,,teochew.chars
phiẽ,,,,鰾,,,,,,teochew.chars
phiⁿ,,,,便,,,,,,teochew.chars
phiⁿ,,,,偏,,,,,,teochew.chars
pho,,,,陂,,,,,,teochew.chars
phoh,,,,粕,,,,,,teochew.chars
phoi,,,,批,,,,,,teochew.chars
phok,,,,仆,,,,,,teochew.chars
phok,,,,凸,,,,,,teochew.chars
phok,,,,撲,,,,,,teochew.chars
phok,,,,朴,,,,,,teochew.chars
phok,,,,樸,,,,,,teochew.chars
phok,,,,爆,,,,,,teochew.chars
phou,,,,鋪,,,,,,teochew.chars
phou,,,,麩,,,,,,teochew.chars
pho̍k,,,,噗,,,,,,teochew.chars
phuah,,,,撇,,,,,,teochew.chars
phuah,,,,撥,,,,,,teochew.chars
phuah,,,,潑,,,,,,teochew.chars
phuah,,,,瞥,,,,,,teochew.chars
phuan,,,,幡,,,,,,teochew.chars
phuan,,,,藩,,,,,,teochew.chars
phuaⁿ,,,,潘,,,,,,teochew.chars
phuaⁿ,,,,畨,,,,,,teochew.chars
phuaⁿ,,,,番,,,,,,teochew.chars
phue,,,,坯,,,,,,teochew.chars
phue,,,,壞,,,,,,teochew.chars
phue,,,,胚,,,,,,teochew.chars
phue̍h,,,,詖,,,,,,teochew.chars
phue̍h,,,,𠱀,,,,,,teochew.chars
phun,,,,潘,,,,,,teochew.chars
phuàn,,,,判,,,,,,teochew.chars
phuàn,,,,拌,,,,,,teochew.chars
phuàn,,,,畔,,,,,,teochew.chars
phuàn,,,,絆,,,,,,teochew.chars
phuàn,,,,胖,,,,,,teochew.chars
phuân,,,,幋,,,,,,teochew.chars
phuân,,,,盤,,,,,,teochew.chars
phuân,,,,磐,,,,,,teochew.chars
phuân,,,,般,,,,,,teochew.chars
phài,,,,沛,,,,,,teochew.chars
phài,,,,派,,,,,,teochew.chars
phài,,,,湃,,,,,,teochew.chars
phài,,,,霈,,,,,,teochew.chars
phàn,,,,盼,,,,,,teochew.chars
phàu,,,,泡,,,,,,teochew.chars
phàu,,,,炮,,,,,,teochew.chars
phàu,,,,砲,,,,,,teochew.chars
phàⁿ,,,,冇,,,,,,teochew.chars
phàⁿ,,,,怕,,,,,,teochew.chars
phái,,,,呸,,,,,,teochew.chars
phái,,,,痞,,,,,,teochew.chars
pháng,,,,紡,,,,,,teochew.chars
pháu,,,,跑,,,,,,teochew.chars
phâng,,,,傍,,,,,,teochew.chars
phâng,,,,帆,,,,,,teochew.chars
phâng,,,,彭,,,,,,teochew.chars
phâng,,,,彷,,,,,,teochew.chars
phâng,,,,旁,,,,,,teochew.chars
phâng,,,,滂,,,,,,teochew.chars
phâng,,,,磅,,,,,,teochew.chars
phâng,,,,篷,,,,,,teochew.chars
phâng,,,,膀,,,,,,teochew.chars
phâng,,,,航,,,,,,teochew.chars
phâng,,,,龐,,,,,,teochew.chars
phâu,,,,刨,,,,,,teochew.chars
phâu,,,,咆,,,,,,teochew.chars
phâu,,,,庖,,,,,,teochew.chars
phâu,,,,炮,,,,,,teochew.chars
phâu,,,,狍,,,,,,teochew.chars
phâu,,,,袍,,,,,,teochew.chars
phã,,,,泡,,,,,,teochew.chars
phãu,,,,抱,,,,,,teochew.chars
phè,,,,帕,,,,,,teochew.chars
phèng,,,,聘,,,,,,teochew.chars
phèng,,,,騁,,,,,,teochew.chars
phêng,,,,坪,,,,,,teochew.chars
phêng,,,,平,,,,,,teochew.chars
phêng,,,,怦,,,,,,teochew.chars
phêng,,,,憑,,,,,,teochew.chars
phêng,,,,抨,,,,,,teochew.chars
phêng,,,,朋,,,,,,teochew.chars
phêng,,,,砰,,,,,,teochew.chars
phêng,,,,硼,,,,,,teochew.chars
phêng,,,,萍,,,,,,teochew.chars
phêng,,,,評,,,,,,teochew.chars
phêⁿ,,,,平,,,,,,teochew.chars
phêⁿ,,,,彭,,,,,,teochew.chars
phêⁿ,,,,澎,,,,,,teochew.chars
phêⁿ,,,,膨,,,,,,teochew.chars
phì,,,,譬,,,,,,teochew.chars
