puj,puj_orig,poj,poj_orig,han,han_orig,en,en_orig,zh_TW,zh_CN,source
kuan,,,,觀,,,,,,teochew.chars
kuan,,,,關,,,,,,teochew.chars
kuan,,,,𨵿,,,,,,teochew.chars
kuang,,,,光,,,,,,teochew.chars
kuang,,,,胱,,,,,,teochew.chars
kuang,,,,觥,,,,,,teochew.chars
kuang,,,,誆,,,,,,teochew.chars
kuang,,,,誑,,,,,,teochew.chars
kuang,,,,鰥,,,,,,teochew.chars
kuat,,,,刮,,,,,,teochew.chars
kuat,,,,廓,,,,,,teochew.chars
kuat,,,,抉,,,,,,teochew.chars
kuat,,,,括,,,,,,teochew.chars
kuat,,,,決,,,,,,teochew.chars
kuat,,,,炔,,,,,,teochew.chars
kuat,,,,玦,,,,,,teochew.chars
kuat,,,,訣,,,,,,teochew.chars
kuat,,,,颳,,,,,,teochew.chars
kuaⁿ,,,,官,,,,,,teochew.chars
kuaⁿ,,,,干,,,,,,teochew.chars
kuaⁿ,,,,杆,,,,,,teochew.chars
kuaⁿ,,,,桿,,,,,,teochew.chars
kuaⁿ,,,,棺,,,,,,teochew.chars
kuaⁿ,,,,稈,,,,,,teochew.chars
kuaⁿ,,,,竿,,,,,,teochew.chars
kuaⁿ,,,,肝,,,,,,teochew.chars
kuaⁿ,,,,乾,,,,,,teochew.chars
kue,,,,渦,,,,,,teochew.chars
kue,,,,瓜,,,,,,teochew.chars
kueh,,,,刮,,,,,,teochew.chars
kueh,,,,郭,,,,,,teochew.chars
kue̍h,,,,橛,,,,,,teochew.chars
kue̍h,,,,𰉗,,,,,,teochew.chars
kueⁿ,,,,關,,,,,,teochew.chars
kueⁿ,,,,𨵿,,,,,,teochew.chars
kui,,,,圭,,,,,,teochew.chars
kui,,,,奎,,,,,,teochew.chars
kui,,,,歸,,,,,,teochew.chars
kui,,,,皈,,,,,,teochew.chars
kui,,,,硅,,,,,,teochew.chars
kui,,,,窺,,,,,,teochew.chars
kui,,,,規,,,,,,teochew.chars
kui,,,,閨,,,,,,teochew.chars
kui,,,,鮭,,,,,,teochew.chars
kun,,,,君,,,,,,teochew.chars
kun,,,,皸,,,,,,teochew.chars
kun,,,,軍,,,,,,teochew.chars
kut,,,,骨,,,,,,teochew.chars
kuài,,,,儈,,,,,,teochew.chars
kuài,,,,劊,,,,,,teochew.chars
kuài,,,,怪,,,,,,teochew.chars
kuài,,,,會,,,,,,teochew.chars
kuài,,,,檜,,,,,,teochew.chars
kuài,,,,繪,,,,,,teochew.chars
kuài,,,,膾,,,,,,teochew.chars
kuàn,,,,冠,,,,,,teochew.chars
kuàn,,,,券,,,,,,teochew.chars
kuàn,,,,慣,,,,,,teochew.chars
kuàn,,,,摜,,,,,,teochew.chars
kuàn,,,,灌,,,,,,teochew.chars
kuàn,,,,痒,,,,,,teochew.chars
kuàn,,,,盥,,,,,,teochew.chars
kuàn,,,,眷,,,,,,teochew.chars
kuàn,,,,礶,,,,,,teochew.chars
kuàn,,,,罐,,,,,,teochew.chars
kuàn,,,,觀,,,,,,teochew.chars
kuàn,,,,貫,,,,,,teochew.chars
kuái,,,,拐,,,,,,teochew.chars
kuái,,,,柺,,,,,,teochew.chars
kuán,,,,管,,,,,,teochew.chars
kuán,,,,館,,,,,,teochew.chars
kuáng,,,,廣,,,,,,teochew.chars
kuáng,,,,炯,,,,,,teochew.chars
kuáng,,,,耿,,,,,,teochew.chars
kuáng,,,,迥,,,,,,teochew.chars
kuãn,,,,倦,,,,,,teochew.chars
kuãn,,,,捲,,,,,,teochew.chars
kuãng,,,,逛,,,,,,teochew.chars
ku̍t,,,,掘,,,,,,teochew.chars
ku̍t,,,,滑,,,,,,teochew.chars
ku̍t,,,,猾,,,,,,teochew.chars
kà,,,,教,,,,,,teochew.chars
kà,,,,校,,,,,,teochew.chars
kà,,,,窖,,,,,,teochew.chars
kà,,,,較,,,,,,teochew.chars
kài,,,,丐,,,,,,teochew.chars
kài,,,,介,,,,,,teochew.chars
kài,,,,價,,,,,,teochew.chars
kài,,,,尬,,,,,,teochew.chars
kài,,,,屆,,,,,,teochew.chars
kài,,,,戒,,,,,,teochew.chars
kài,,,,界,,,,,,teochew.chars
kài,,,,芥,,,,,,teochew.chars
kài,,,,蓋,,,,,,teochew.chars
kài,,,,蚧,,,,,,teochew.chars
kài,,,,誡,,,,,,teochew.chars
kài,,,,鈣,,,,,,teochew.chars
kàm,,,,尷,,,,,,teochew.chars
kàm,,,,檻,,,,,,teochew.chars
kàm,,,,監,,,,,,teochew.chars
kàm,,,,鑑,,,,,,teochew.chars
kàn,,,,幹,,,,,,teochew.chars
kàn,,,,旰,,,,,,teochew.chars
kàng,,,,槓,,,,,,teochew.chars
kàng,,,,贛,,,,,,teochew.chars
kàng,,,,降,,,,,,teochew.chars
kàu,,,,到,,,,,,teochew.chars
kàu,,,,告,,,,,,teochew.chars
kàu,,,,夠,,,,,,teochew.chars
kàⁿ,,,,酵,,,,,,teochew.chars
ká,,,,㽱,,,,,,teochew.chars
ká,,,,絞,,,,,,teochew.chars
kám,,,,感,,,,,,teochew.chars
kán,,,,揀,,,,,,teochew.chars
kán,,,,柬,,,,,,teochew.chars
kán,,,,澗,,,,,,teochew.chars
kán,,,,稈,,,,,,teochew.chars
kán,,,,簡,,,,,,teochew.chars
kán,,,,鐧,,,,,,teochew.chars
káng,,,,梘,,,,,,teochew.chars
káng,,,,港,,,,,,teochew.chars
káng,,,,講,,,,,,teochew.chars
káu,,,,九,,,,,,teochew.chars
káu,,,,垢,,,,,,teochew.chars
káu,,,,搞,,,,,,teochew.chars
káu,,,,枸,,,,,,teochew.chars
káu,,,,犒,,,,,,teochew.chars
káu,,,,狗,,,,,,teochew.chars
káu,,,,狡,,,,,,teochew.chars
káu,,,,玖,,,,,,teochew.chars
káu,,,,鎬,,,,,,teochew.chars
káⁿ,,,,敢,,,,,,teochew.chars
kâi,,,,个,,,,,,teochew.chars
kâm,,,,含,,,,,,teochew.chars
kâu,,,,猴,,,,,,teochew.chars
kâⁿ,,,,銜,,,,,,teochew.chars
kã,,,,咬,,,,,,teochew.chars
kã,,,,鉸,,,,,,teochew.chars
kãu,,,,侯,,,,,,teochew.chars
kãu,,,,厚,,,,,,teochew.chars
kãu,,,,垢,,,,,,teochew.chars
kãu,,,,茭,,,,,,teochew.chars
kè,,,,價,,,,,,teochew.chars
kè,,,,嫁,,,,,,teochew.chars
kè,,,,架,,,,,,teochew.chars
kè,,,,稼,,,,,,teochew.chars
kè,,,,駕,,,,,,teochew.chars
kèng,,,,亙,,,,,,teochew.chars
kèng,,,,敬,,,,,,teochew.chars
kèng,,,,更,,,,,,teochew.chars
kèⁿ,,,,勁,,,,,,teochew.chars
kèⁿ,,,,徑,,,,,,teochew.chars
kèⁿ,,,,粳,,,,,,teochew.chars
kèⁿ,,,,逕,,,,,,teochew.chars
kèⁿ,,,,頸,,,,,,teochew.chars
ké,,,,假,,,,,,teochew.chars
kéng,,,,境,,,,,,teochew.chars
kéng,,,,景,,,,,,teochew.chars
kéng,,,,竟,,,,,,teochew.chars
kéⁿ,,,,哽,,,,,,teochew.chars
kéⁿ,,,,埂,,,,,,teochew.chars
kéⁿ,,,,梗,,,,,,teochew.chars
kéⁿ,,,,骾,,,,,,teochew.chars
kéⁿ,,,,鯁,,,,,,teochew.chars
kê,,,,枷,,,,,,teochew.chars
kêng,,,,瓊,,,,,,teochew.chars
kì,,,,廄,,,,,,teochew.chars
kì,,,,既,,,,,,teochew.chars
kì,,,,暨,,,,,,teochew.chars
kì,,,,痣,,,,,,teochew.chars
kì,,,,紀,,,,,,teochew.chars
kì,,,,繼,,,,,,teochew.chars
kì,,,,薊,,,,,,teochew.chars
kì,,,,覬,,,,,,teochew.chars
kì,,,,計,,,,,,teochew.chars
kì,,,,記,,,,,,teochew.chars
kìm,,,,禁,,,,,,teochew.chars
kìⁿ,,,,見,,,,,,teochew.chars
kí,,,,几,,,,,,teochew.chars
kí,,,,己,,,,,,teochew.chars
kí,,,,指,,,,,,teochew.chars
kí,,,,稽,,,,,,teochew.chars
kí,,,,紀,,,,,,teochew.chars
kí,,,,𣏌,,,,,,teochew.chars
kím,,,,錦,,,,,,teochew.chars
kín,,,,緊,,,,,,teochew.chars
kî,,,,旗,,,,,,teochew.chars
kî,,,,棋,,,,,,teochew.chars
kîⁿ,,,,墘,,,,,,teochew.chars
kîⁿ,,,,舷,,,,,,teochew.chars
kò,,,,划,,,,,,teochew.chars
kò,,,,告,,,,,,teochew.chars
kò,,,,塊,,,,,,teochew.chars
kòi,,,,戒,,,,,,teochew.chars
kòi,,,,疥,,,,,,teochew.chars
kòi,,,,解,,,,,,teochew.chars
kòi,,,,計,,,,,,teochew.chars
kòiⁿ,,,,間,,,,,,teochew.chars
kòng,,,,愩,,,,,,teochew.chars
kòng,,,,槓,,,,,,teochew.chars
kòng,,,,汞,,,,,,teochew.chars
kòng,,,,貢,,,,,,teochew.chars
kòng,,,,𨫋,,,,,,teochew.chars
kòu,,,,僱,,,,,,teochew.chars
kòu,,,,垢,,,,,,teochew.chars
kòu,,,,夠,,,,,,teochew.chars
kòu,,,,妒,,,,,,teochew.chars
kòu,,,,構,,,,,,teochew.chars
kòu,,,,購,,,,,,teochew.chars
kòu,,,,顧,,,,,,teochew.chars
kó,,,,稿,,,,,,teochew.chars
kó,,,,裹,,,,,,teochew.chars
kói,,,,改,,,,,,teochew.chars
kói,,,,攺,,,,,,teochew.chars
kói,,,,解,,,,,,teochew.chars
kóiⁿ,,,,繭,,,,,,teochew.chars
kóiⁿ,,,,襇,,,,,,teochew.chars
kóng,,,,㼦,,,,,,teochew.chars
kóng,,,,講,,,,,,teochew.chars
kóu,,,,估,,,,,,teochew.chars
kóu,,,,古,,,,,,teochew.chars
kóu,,,,嘏,,,,,,teochew.chars
kóu,,,,岣,,,,,,teochew.chars
kóu,,,,牡,,,,,,teochew.chars
kóu,,,,牯,,,,,,teochew.chars
kóu,,,,股,,,,,,teochew.chars
kóu,,,,苟,,,,,,teochew.chars
kóu,,,,鼓,,,,,,teochew.chars
kô,,,,撾,,,,,,teochew.chars
kôi,,,,鮭,,,,,,teochew.chars
kông,,,,戇,,,,,,teochew.chars
kôu,,,,糊,,,,,,teochew.chars
kôu,,,,罟,,,,,,teochew.chars
kôu,,,,餬,,,,,,teochew.chars
kõ,,,,個,,,,,,teochew.chars
kù,,,,句,,,,,,teochew.chars
kù,,,,固,,,,,,teochew.chars
kù,,,,故,,,,,,teochew.chars
kù,,,,灸,,,,,,teochew.chars
kù,,,,顧,,,,,,teochew.chars
kùa,,,,掛,,,,,,teochew.chars
kùa,,,,旰,,,,,,teochew.chars
kùa,,,,蓋,,,,,,teochew.chars
kùa,,,,褂,,,,,,teochew.chars
kùe,,,,怪,,,,,,teochew.chars
kùe,,,,掛,,,,,,teochew.chars
kùe,,,,過,,,,,,teochew.chars
kùi,,,,悸,,,,,,teochew.chars
kùi,,,,桂,,,,,,teochew.chars
kùi,,,,瑰,,,,,,teochew.chars
kùi,,,,癸,,,,,,teochew.chars
kùi,,,,貴,,,,,,teochew.chars
kùi,,,,鱖,,,,,,teochew.chars
kùiⁿ,,,,慣,,,,,,teochew.chars
kùn,,,,棍,,,,,,teochew.chars
kú,,,,久,,,,,,teochew.chars
kú,,,,古,,,,,,teochew.chars
kú,,,,蠱,,,,,,teochew.chars
kú,,,,賈,,,,,,teochew.chars
kú,,,,韭,,,,,,teochew.chars
kúa,,,,剮,,,,,,teochew.chars
kúa,,,,寡,,,,,,teochew.chars
kúaⁿ,,,,果,,,,,,teochew.chars
kúaⁿ,,,,菓,,,,,,teochew.chars
kúaⁿ,,,,趕,,,,,,teochew.chars
kúe,,,,果,,,,,,teochew.chars
kúe,,,,粿,,,,,,teochew.chars
kúe,,,,菓,,,,,,teochew.chars
kúe,,,,裹,,,,,,teochew.chars
kúe,,,,餜,,,,,,teochew.chars
kúi,,,,傀,,,,,,teochew.chars
kúi,,,,幾,,,,,,teochew.chars
kúi,,,,機,,,,,,teochew.chars
kúi,,,,詭,,,,,,teochew.chars
kúi,,,,鬼,,,,,,teochew.chars
kún,,,,滾,,,,,,teochew.chars
kún,,,,綑,,,,,,teochew.chars
kún,,,,緄,,,,,,teochew.chars
kún,,,,輥,,,,,,teochew.chars
kûaⁿ,,,,寒,,,,,,teochew.chars
kûe,,,,葵,,,,,,teochew.chars
kûiⁿ,,,,危,,,,,,teochew.chars
kûiⁿ,,,,懸,,,,,,teochew.chars
kûn,,,,裙,,,,,,teochew.chars
kā,,,,咳,,,,,,teochew.chars
kāng,,,,共,,,,,,teochew.chars
kĩ,,,,企,,,,,,teochew.chars
kĩ,,,,伎,,,,,,teochew.chars
kĩ,,,,冀,,,,,,teochew.chars
kĩ,,,,妓,,,,,,teochew.chars
kĩ,,,,忌,,,,,,teochew.chars
kĩ,,,,技,,,,,,teochew.chars
kĩ,,,,羈,,,,,,teochew.chars
kĩm,,,,妗,,,,,,teochew.chars
kī,,,,己,,,,,,teochew.chars
kńg,,,,卷,,,,,,teochew.chars
kńg,,,,卺,,,,,,teochew.chars
kńg,,,,廣,,,,,,teochew.chars
kńg,,,,管,,,,,,teochew.chars
kńg,,,,耿,,,,,,teochew.chars
kōi,,,,慧,,,,,,teochew.chars
kōi,,,,易,,,,,,teochew.chars
kũ,,,,具,,,,,,teochew.chars
kũ,,,,懼,,,,,,teochew.chars
kũ,,,,舅,,,,,,teochew.chars
kũaⁿ,,,,摜,,,,,,teochew.chars
kũaⁿ,,,,貫,,,,,,teochew.chars
kũi,,,,跪,,,,,,teochew.chars
kũn,,,,郡,,,,,,teochew.chars
kū,,,,故,,,,,,teochew.chars
kū,,,,舊,,,,,,teochew.chars
kūaⁿ,,,,汗,,,,,,teochew.chars
kūiⁿ,,,,櫃,,,,,,teochew.chars
kūiⁿ,,,,縣,,,,,,teochew.chars
kǹg,,,,鋼,,,,,,teochew.chars
kṳ,,,,居,,,,,,teochew.chars
kṳ,,,,裾,,,,,,teochew.chars
kṳ,,,,車,,,,,,teochew.chars
kṳn,,,,均,,,,,,teochew.chars
kṳn,,,,巾,,,,,,teochew.chars
kṳn,,,,斤,,,,,,teochew.chars
kṳn,,,,根,,,,,,teochew.chars
kṳn,,,,筋,,,,,,teochew.chars
kṳn,,,,跟,,,,,,teochew.chars
kṳn,,,,鈞,,,,,,teochew.chars
kṳ̀,,,,鋸,,,,,,teochew.chars
kṳ̀n,,,,靳,,,,,,teochew.chars
kṳ́,,,,枸,,,,,,teochew.chars
kṳ́,,,,櫃,,,,,,teochew.chars
kṳ́,,,,矩,,,,,,teochew.chars
kṳ́,,,,舉,,,,,,teochew.chars
kṳ́,,,,齲,,,,,,teochew.chars
kṳ́n,,,,僅,,,,,,teochew.chars
kṳ́n,,,,謹,,,,,,teochew.chars
kṳ̂,,,,据,,,,,,teochew.chars
kṳ̂n,,,,凝,,,,,,teochew.chars
kṳ̃,,,,巨,,,,,,teochew.chars
kṳ̃,,,,拒,,,,,,teochew.chars
kṳ̃,,,,據,,,,,,teochew.chars
kṳ̃,,,,炬,,,,,,teochew.chars
kṳ̃,,,,距,,,,,,teochew.chars
kṳ̃,,,,踞,,,,,,teochew.chars
kṳ̃n,,,,近,,,,,,teochew.chars
kẽ,,,,下,,,,,,teochew.chars
kẽng,,,,競,,,,,,teochew.chars
kẽng,,,,警,,,,,,teochew.chars
la,,,,啦,,,,,,teochew.chars
la,,,,喇,,,,,,teochew.chars
la,,,,垃,,,,,,teochew.chars
la,,,,拉,,,,,,teochew.chars
lak,,,,碌,,,,,,teochew.chars
lak,,,,落,,,,,,teochew.chars
lam,,,,籠,,,,,,teochew.chars
lap,,,,邋,,,,,,teochew.chars
lau,,,,撈,,,,,,teochew.chars
lau̍h,,,,落,,,,,,teochew.chars
la̍h,,,,拉,,,,,,teochew.chars
la̍h,,,,曆,,,,,,teochew.chars
la̍h,,,,歷,,,,,,teochew.chars
la̍h,,,,獵,,,,,,teochew.chars
la̍h,,,,臘,,,,,,teochew.chars
la̍h,,,,蜡,,,,,,teochew.chars
la̍h,,,,蠟,,,,,,teochew.chars
la̍h,,,,辣,,,,,,teochew.chars
la̍k,,,,六,,,,,,teochew.chars
la̍k,,,,慄,,,,,,teochew.chars
la̍k,,,,栗,,,,,,teochew.chars
la̍k,,,,樂,,,,,,teochew.chars
la̍k,,,,陸,,,,,,teochew.chars
la̍p,,,,納,,,,,,teochew.chars
la̍t,,,,力,,,,,,teochew.chars
leng,,,,鈴,,,,,,teochew.chars
le̍h,,,,曆,,,,,,teochew.chars
le̍h,,,,歷,,,,,,teochew.chars
le̍h,,,,瀝,,,,,,teochew.chars
le̍h,,,,礫,,,,,,teochew.chars
le̍k,,,,勒,,,,,,teochew.chars
le̍k,,,,氯,,,,,,teochew.chars
le̍k,,,,癧,,,,,,teochew.chars
le̍k,,,,綠,,,,,,teochew.chars
le̍k,,,,肋,,,,,,teochew.chars
le̍k,,,,陸,,,,,,teochew.chars
liam,,,,拈,,,,,,teochew.chars
liam,,,,粘,,,,,,teochew.chars
liau,,,,䩍,,,,,,teochew.chars
lia̍h,,,,掠,,,,,,teochew.chars
lia̍k,,,,慄,,,,,,teochew.chars
lia̍k,,,,撂,,,,,,teochew.chars
lia̍k,,,,略,,,,,,teochew.chars
lia̍p,,,,粒,,,,,,teochew.chars
lie̍t,,,,列,,,,,,teochew.chars
lie̍t,,,,烈,,,,,,teochew.chars
lie̍t,,,,鬣,,,,,,teochew.chars
lim,,,,啉,,,,,,teochew.chars
liu,,,,溜,,,,,,teochew.chars
liàu,,,,了,,,,,,teochew.chars
liám,,,,斂,,,,,,teochew.chars
liám,,,,殮,,,,,,teochew.chars
liáng,,,,倆,,,,,,teochew.chars
liáng,,,,兩,,,,,,teochew.chars
liáng,,,,輛,,,,,,teochew.chars
liáng,,,,魎,,,,,,teochew.chars
liáu,,,,了,,,,,,teochew.chars
liáu,,,,瞭,,,,,,teochew.chars
liâm,,,,奩,,,,,,teochew.chars
liâm,,,,帘,,,,,,teochew.chars
liâm,,,,廉,,,,,,teochew.chars
liâm,,,,簾,,,,,,teochew.chars
liâm,,,,臁,,,,,,teochew.chars
liâm,,,,鐮,,,,,,teochew.chars
liâng,,,,凉,,,,,,teochew.chars
liâng,,,,憐,,,,,,teochew.chars
liâng,,,,梁,,,,,,teochew.chars
liâng,,,,涼,,,,,,teochew.chars
liâng,,,,粱,,,,,,teochew.chars
liâng,,,,良,,,,,,teochew.chars
liâng,,,,量,,,,,,teochew.chars
liâu,,,,僚,,,,,,teochew.chars
liâu,,,,寥,,,,,,teochew.chars
liâu,,,,寮,,,,,,teochew.chars
liâu,,,,撈,,,,,,teochew.chars
liâu,,,,撩,,,,,,teochew.chars
liâu,,,,潦,,,,,,teochew.chars
liâu,,,,燎,,,,,,teochew.chars
liâu,,,,獠,,,,,,teochew.chars
liâu,,,,療,,,,,,teochew.chars
liâu,,,,瞭,,,,,,teochew.chars
liâu,,,,聊,,,,,,teochew.chars
liâu,,,,遼,,,,,,teochew.chars
liâu,,,,醪,,,,,,teochew.chars
liâu,,,,鐐,,,,,,teochew.chars
liãm,,,,廿,,,,,,teochew.chars
liãm,,,,念,,,,,,teochew.chars
liãng,,,,亮,,,,,,teochew.chars
liãng,,,,晾,,,,,,teochew.chars
liãng,,,,諒,,,,,,teochew.chars
liãng,,,,量,,,,,,teochew.chars
liãng,,,,靚,,,,,,teochew.chars
lién,,,,臉,,,,,,teochew.chars
liê,,,,撈,,,,,,teochew.chars
liên,,,,憐,,,,,,teochew.chars
liên,,,,漣,,,,,,teochew.chars
liên,,,,聯,,,,,,teochew.chars
liên,,,,蓮,,,,,,teochew.chars
liên,,,,連,,,,,,teochew.chars
liên,,,,鏈,,,,,,teochew.chars
liù,,,,溜,,,,,,teochew.chars
liù,,,,餾,,,,,,teochew.chars
liú,,,,㧕,,,,,,teochew.chars
liú,,,,柳,,,,,,teochew.chars
liú,,,,鈕,,,,,,teochew.chars
liû,,,,六,,,,,,teochew.chars
liû,,,,榴,,,,,,teochew.chars
liû,,,,流,,,,,,teochew.chars
liû,,,,琉,,,,,,teochew.chars
liû,,,,留,,,,,,teochew.chars
liû,,,,瘤,,,,,,teochew.chars
liû,,,,硫,,,,,,teochew.chars
liām,,,,唸,,,,,,teochew.chars
liāu,,,,廖,,,,,,teochew.chars
liāu,,,,料,,,,,,teochew.chars
liāu,,,,鷺,,,,,,teochew.chars
liēn,,,,煉,,,,,,teochew.chars
liēn,,,,練,,,,,,teochew.chars
liēn,,,,鍊,,,,,,teochew.chars
liēn,,,,鏈,,,,,,teochew.chars
liū,,,,㨨,,,,,,teochew.chars
liū,,,,鎏,,,,,,teochew.chars
liū,,,,鎦,,,,,,teochew.chars
li̍h,,,,咧,,,,,,teochew.chars
li̍h,,,,裂,,,,,,teochew.chars
li̍p,,,,立,,,,,,teochew.chars
liẽn,,,,吝,,,,,,teochew.chars
loi̍h,,,,笠,,,,,,teochew.chars
lok,,,,漉,,,,,,teochew.chars
lok,,,,爛,,,,,,teochew.chars
lo̍h,,,,落,,,,,,teochew.chars
lo̍h,,,,駱,,,,,,teochew.chars
lo̍k,,,,戮,,,,,,teochew.chars
lo̍k,,,,洛,,,,,,teochew.chars
lo̍k,,,,烙,,,,,,teochew.chars
lo̍k,,,,碌,,,,,,teochew.chars
lo̍k,,,,磊,,,,,,teochew.chars
lo̍k,,,,祿,,,,,,teochew.chars
lo̍k,,,,絡,,,,,,teochew.chars
lo̍k,,,,貉,,,,,,teochew.chars
lo̍k,,,,酪,,,,,,teochew.chars
lo̍k,,,,錄,,,,,,teochew.chars
lo̍k,,,,陸,,,,,,teochew.chars
lo̍k,,,,駱,,,,,,teochew.chars
lo̍k,,,,骼,,,,,,teochew.chars
lo̍k,,,,麓,,,,,,teochew.chars
luah,,,,烙,,,,,,teochew.chars
luat,,,,劣,,,,,,teochew.chars
luat,,,,閱,,,,,,teochew.chars
lua̍h,,,,辣,,,,,,teochew.chars
lua̍h,,,,閱,,,,,,teochew.chars
lut,,,,脫,,,,,,teochew.chars
luàn,,,,戀,,,,,,teochew.chars
luán,,,,暖,,,,,,teochew.chars
luân,,,,孿,,,,,,teochew.chars
luân,,,,巒,,,,,,teochew.chars
luân,,,,攣,,,,,,teochew.chars
luân,,,,灤,,,,,,teochew.chars
luân,,,,鑾,,,,,,teochew.chars
luãn,,,,亂,,,,,,teochew.chars
lu̍t,,,,律,,,,,,teochew.chars
lu̍t,,,,率,,,,,,teochew.chars
lu̍t,,,,鷸,,,,,,teochew.chars
lài,,,,賚,,,,,,teochew.chars
làu,,,,溜,,,,,,teochew.chars
làu,,,,澇,,,,,,teochew.chars
lám,,,,攬,,,,,,teochew.chars
lám,,,,纜,,,,,,teochew.chars
lám,,,,艦,,,,,,teochew.chars
lám,,,,覽,,,,,,teochew.chars
lán,,,,懶,,,,,,teochew.chars
láng,,,,囊,,,,,,teochew.chars
láu,,,,佬,,,,,,teochew.chars
láu,,,,姥,,,,,,teochew.chars
láu,,,,漏,,,,,,teochew.chars
láu,,,,簍,,,,,,teochew.chars
láu,,,,老,,,,,,teochew.chars
láu,,,,荖,,,,,,teochew.chars
lâ,,,,朥,,,,,,teochew.chars
lâi,,,,來,,,,,,teochew.chars
lâi,,,,梨,,,,,,teochew.chars
lâi,,,,狸,,,,,,teochew.chars
lâi,,,,萊,,,,,,teochew.chars
lâm,,,,南,,,,,,teochew.chars
lâm,,,,婪,,,,,,teochew.chars
lâm,,,,淋,,,,,,teochew.chars
lâm,,,,瓏,,,,,,teochew.chars
lâm,,,,男,,,,,,teochew.chars
lâm,,,,藍,,,,,,teochew.chars
lâm,,,,襤,,,,,,teochew.chars
lân,,,,攔,,,,,,teochew.chars
lân,,,,欄,,,,,,teochew.chars
lân,,,,瀾,,,,,,teochew.chars
lân,,,,蘭,,,,,,teochew.chars
lân,,,,讕,,,,,,teochew.chars
lân,,,,闌,,,,,,teochew.chars
lân,,,,零,,,,,,teochew.chars
lân,,,,鱗,,,,,,teochew.chars
lâng,,,,廊,,,,,,teochew.chars
lâng,,,,榔,,,,,,teochew.chars
lâng,,,,濃,,,,,,teochew.chars
lâng,,,,狼,,,,,,teochew.chars
lâng,,,,琅,,,,,,teochew.chars
lâng,,,,稂,,,,,,teochew.chars
lâng,,,,籠,,,,,,teochew.chars
lâng,,,,聾,,,,,,teochew.chars
lâng,,,,胴,,,,,,teochew.chars
lâng,,,,膿,,,,,,teochew.chars
lâng,,,,踉,,,,,,teochew.chars
lâng,,,,郎,,,,,,teochew.chars
lâng,,,,郞,,,,,,teochew.chars
lâu,,,,劉,,,,,,teochew.chars
lâu,,,,勞,,,,,,teochew.chars
lâu,,,,撈,,,,,,teochew.chars
lâu,,,,樓,,,,,,teochew.chars
lâu,,,,流,,,,,,teochew.chars
lâu,,,,潦,,,,,,teochew.chars
lâu,,,,留,,,,,,teochew.chars
lâu,,,,醪,,,,,,teochew.chars
lã,,,,𤰉,,,,,,teochew.chars
lãi,,,,內,,,,,,teochew.chars
lãi,,,,裏,,,,,,teochew.chars
lãi,,,,裡,,,,,,teochew.chars
lãm,,,,濫,,,,,,teochew.chars
lãn,,,,卵,,,,,,teochew.chars
lãn,,,,爛,,,,,,teochew.chars
lãng,,,,朗,,,,,,teochew.chars
lãng,,,,浪,,,,,,teochew.chars
lãng,,,,踉,,,,,,teochew.chars
lãu,,,,栳,,,,,,teochew.chars
lãu,,,,老,,,,,,teochew.chars
lãu,,,,鬧,,,,,,teochew.chars
léng,,,,冷,,,,,,teochew.chars
léng,,,,壟,,,,,,teochew.chars
léng,,,,攆,,,,,,teochew.chars
léng,,,,隴,,,,,,teochew.chars
lê,,,,麗,,,,,,teochew.chars
lêng,,,,伶,,,,,,teochew.chars
lêng,,,,凌,,,,,,teochew.chars
lêng,,,,另,,,,,,teochew.chars
lêng,,,,叧,,,,,,teochew.chars
lêng,,,,嚨,,,,,,teochew.chars
lêng,,,,寧,,,,,,teochew.chars
lêng,,,,拎,,,,,,teochew.chars
lêng,,,,擰,,,,,,teochew.chars
lêng,,,,棱,,,,,,teochew.chars
lêng,,,,楞,,,,,,teochew.chars
lêng,,,,檸,,,,,,teochew.chars
lêng,,,,濘,,,,,,teochew.chars
lêng,,,,獰,,,,,,teochew.chars
lêng,,,,玲,,,,,,teochew.chars
lêng,,,,瓴,,,,,,teochew.chars
lêng,,,,綾,,,,,,teochew.chars
lêng,,,,羚,,,,,,teochew.chars
lêng,,,,聆,,,,,,teochew.chars
lêng,,,,能,,,,,,teochew.chars
lêng,,,,菱,,,,,,teochew.chars
lêng,,,,陵,,,,,,teochew.chars
lêng,,,,隆,,,,,,teochew.chars
lêng,,,,零,,,,,,teochew.chars
lêng,,,,靈,,,,,,teochew.chars
lêng,,,,齡,,,,,,teochew.chars
lêng,,,,龍,,,,,,teochew.chars
lìn,,,,輾,,,,,,teochew.chars
lí,,,,哩,,,,,,teochew.chars
lí,,,,履,,,,,,teochew.chars
lí,,,,旅,,,,,,teochew.chars
lí,,,,李,,,,,,teochew.chars
lí,,,,理,,,,,,teochew.chars
lí,,,,禮,,,,,,teochew.chars
lí,,,,蠡,,,,,,teochew.chars
lí,,,,裏,,,,,,teochew.chars
lí,,,,裡,,,,,,teochew.chars
lí,,,,里,,,,,,teochew.chars
lí,,,,鯉,,,,,,teochew.chars
lím,,,,凜,,,,,,teochew.chars
lín,,,,輦,,,,,,teochew.chars
lî,,,,厘,,,,,,teochew.chars
lî,,,,喱,,,,,,teochew.chars
lî,,,,漓,,,,,,teochew.chars
lî,,,,犛,,,,,,teochew.chars
lî,,,,狸,,,,,,teochew.chars
lî,,,,璃,,,,,,teochew.chars
lî,,,,籬,,,,,,teochew.chars
