latn_norm,puj,han
phuan5,phuân,𨃞
phuan5,phuân,𨃟
phuan5,phuân,鞶
phuan5,phuân,磻
phuan5,phuân,蟠
phuan5,phuân,胖
phuan5,phuân,鄱
phuann1,phuaⁿ,番
phuann1,phuaⁿ,潘
phuann2,phúaⁿ,頗
phuann3,phùaⁿ,販
phuann3,phùaⁿ,𧶶
phuann3,phùaⁿ,絆
phuann3,phùaⁿ,靽
phuann6,phũaⁿ,伴
phuat4,phuat,發
phuat4,phuat,帗
phuat4,phuat,袚
phuat4,phuat,般
phuat4,phuat,盋
phuat4,phuat,孛
phuat4,phuat,撥
phuat4,phuat,鱍
phuat4,phuat,㔇
phuat4,phuat,鏺
phuat4,phuat,潑
phuat4,phuat,叭
phuat4,phuat,襏
phuat4,phuat,茇
phuat4,phuat,醱
phuat4,phuat,癶
phuat8,phua̍t,綍
phuat8,phua̍t,妭
phuat8,phua̍t,勃
phuat8,phua̍t,馛
phuat8,phua̍t,䯋
phuat8,phua̍t,鼥
phue1,phue,肧
phue1,phue,胚
phue1,phue,衃
phue1,phue,坏
phue1,phue,坯
phue3,phùe,配
phue5,phûe,裴
phue5,phûe,醅
phue5,phûe,毰
phue5,phûe,皮
phue5,phûe,培
phue6,phũe,被
phueh8,phue̍h,沫
phui1,phui,杯
phui1,phui,桮
phui1,phui,掊
phui1,phui,坏
phui1,phui,坯
phui1,phui,抔
phui1,phui,怌
phui1,phui,裒
phui3,phùi,屁
phui5,phûi,腓
phui5,phûi,陪
phui5,phûi,蟦
phui5,phûi,培
phui5,phûi,裴
phui5,phûi,厞
phui6,phũi,剕
phui6,phũi,厞
phui6,phũi,昢
phun1,phun,賁
phun1,phun,蟦
phun1,phun,潘
phun1,phun,餴
phun1,phun,饙
phun1,phun,奔
phun1,phun,犇
phun1,phun,錛
phun1,phun,𩣺
phun1,phun,𩦥
phun2,phún,歕
phun2,phún,噴
phun2,phún,呠
phun3,phùn,歕
phun3,phùn,噴
phun3,phùn,坌
phun3,phùn,逩
phun5,phûn,墳
phun5,phûn,坟
phun5,phûn,歕
phun5,phûn,盆
phun5,phûn,湓
phun5,phûn,葐
phun7,phūn,捹
phut4,phut,哱
phut8,phu̍t,昢
phut8,phu̍t,鵓
phut8,phu̍t,𩟕
phut8,phu̍t,𩂗
pi1,pi,卑
pi1,pi,碑
pi1,pi,箄
pi1,pi,萆
pi1,pi,萞
pi1,pi,𦱔
pi1,pi,裨
pi1,pi,陂
pi1,pi,悲
pi1,pi,鎞
pi1,pi,𤰞
pi2,pí,俾
pi2,pí,庳
pi2,pí,跛
pi2,pí,匕
pi2,pí,比
pi2,pí,妣
pi2,pí,秕
pi2,pí,粃
pi2,pí,彼
pi2,pí,柀
pi2,pí,貏
pi2,pí,髀
pi2,pí,梐
pi2,pí,庀
pi2,pí,仳
pi2,pí,狴
pi2,pí,埤
pi2,pí,𨻼
pi3,pì,費
pi3,pì,賁
pi3,pì,臂
pi3,pì,毖
pi3,pì,䀣
pi3,pì,祕
pi3,pì,秘
pi3,pì,閟
pi3,pì,庇
pi3,pì,篦
pi3,pì,坒
pi3,pì,蜌
pi3,pì,嬖
pi3,pì,幣
pi3,pì,淠
pi3,pì,咇
pi3,pì,轡
pi3,pì,庀
pi5,pî,鞞
pi5,pî,枇
pi5,pî,崥
pi5,pî,脾
pi5,pî,陴
pi5,pî,鈚
pi5,pî,鎞
pi6,pĩ,絥
pi6,pĩ,𩍘
pi6,pĩ,㵒
pi6,pĩ,俾
pi6,pĩ,比
pi6,pĩ,嬖
pi6,pĩ,婢
pi6,pĩ,被
pi6,pĩ,備
pi6,pĩ,俻
pi6,pĩ,痺
pi6,pĩ,泌
pi6,pĩ,䪐
pi6,pĩ,陛
pi6,pĩ,薜
pi6,pĩ,詖
pi6,pĩ,貱
pi6,pĩ,敝
pi6,pĩ,獘
pi6,pĩ,弊
pi6,pĩ,蔽
pi6,pĩ,斃
pi6,pĩ,畀
pi6,pĩ,箅
pi6,pĩ,閉
pi6,pĩ,𢲾
pi6,pĩ,奰
pi6,pĩ,邲
pi6,pĩ,鷩
pi6,pĩ,骳
pi7,pī,辟
pi7,pī,痺
pi7,pī,弊
pi7,pī,贔
pi7,pī,避
pi7,pī,糒
pi7,pī,紕
piah4,piah,壁
piah4,piah,璧
piah4,piah,鐴
piah4,piah,辟
piann1,piaⁿ,冫
piann1,piaⁿ,冰
piann1,piaⁿ,氷
piann1,piaⁿ,兵
piann2,piáⁿ,餅
piann2,piáⁿ,丙
piann2,piáⁿ,鉼
piann3,piàⁿ,幷
piann3,piàⁿ,并
piann3,piàⁿ,倂
piann3,piàⁿ,併
piau1,piau,幖
piau1,piau,飇
piau1,piau,颮
piau1,piau,麃
piau1,piau,鑣
piau1,piau,㟽
piau1,piau,鏢
piau1,piau,猋
piau2,piáu,莩
piau2,piáu,㟽
piau2,piáu,摽
piau2,piáu,𧢄
piau2,piáu,表
piau2,piáu,婊
piau2,piáu,殍
piau3,piàu,俵
piau3,piàu,裱
pie1,pie,鏢
pie1,pie,表
pie1,pie,標
pie1,pie,臕
pie2,pié,表
pie3,piè,俵
pie3,piè,裱
pien1,pien,鞭
pien1,pien,𠓠
pien1,pien,邊
pien1,pien,边
pien1,pien,編
pien1,pien,蝙
pien1,pien,鯿
pien1,pien,箯
pien1,pien,𠐈
pien1,pien,籩
pien1,pien,砭
pien1,pien,稨
pien2,pién,扁
pien2,pién,匾
pien2,pién,惼
pien2,pién,褊
pien2,pién,碥
pien2,pién,糄
pien2,pién,萹
pien2,pién,藊
pien2,pién,辡
pien2,pién,艑
pien3,pièn,變
pien3,pièn,変
pien3,pièn,徧
pien3,pièn,遍
pien6,piẽn,便
pien6,piẽn,辦
pien6,piẽn,办
pien6,piẽn,瓣
pien6,piẽn,䐔
pien6,piẽn,弁
pien6,piẽn,昪
pien6,piẽn,忭
pien6,piẽn,卞
pien6,piẽn,抃
pien6,piẽn,汴
pien6,piẽn,辨
pien6,piẽn,辯
pien6,piẽn,釆
piet4,piet,鷩
piet4,piet,鱉
piet4,piet,鼈
piet4,piet,𣇢
piet8,pie̍t,別
piet8,pie̍t,㧙
piet8,pie̍t,苾
piet8,pie̍t,𠍯
piet8,pie̍t,𡐞
piet8,pie̍t,𤺓
piet8,pie̍t,别
piet8,pie̍t,𧧸
piet8,pie̍t,憋
piet8,pie̍t,𢠳
pih4,pih,鱉
pih4,pih,鼈
pih4,pih,𠍯
pin1,pin,份
pin1,pin,坋
pin1,pin,賔
pin1,pin,賓
pin1,pin,㯽
pin1,pin,梹
pin1,pin,濵
pin1,pin,獱
pin1,pin,𦆯
pin1,pin,蠙
pin1,pin,𨮘
pin1,pin,彬
pin1,pin,斌
pin1,pin,霦
pin1,pin,豳
pin1,pin,邠
pin1,pin,㟗
pin1,pin,攽
pin1,pin,㻞
pin2,pín,匾
pin2,pín,禀
pin2,pín,品
pin3,pìn,徧
pin3,pìn,遍
pin3,pìn,窆
pin3,pìn,儐
pin3,pìn,𢷤
pin3,pìn,𣩵
pin3,pìn,𩪯
pin3,pìn,鬢
pin3,pìn,鬂
pin7,pīn,便
pinn1,piⁿ,鞭
pinn1,piⁿ,𠓠
pinn1,piⁿ,邊
pinn1,piⁿ,边
pinn2,píⁿ,扁
pinn2,píⁿ,辡
pinn3,pìⁿ,變
pinn3,pìⁿ,変
pinn6,pĩⁿ,辮
pinn7,pīⁿ,辮
pit4,pit,笓
pit4,pit,泌
pit4,pit,邲
pit4,pit,筆
pit4,pit,笔
pit4,pit,潷
pit4,pit,必
pit4,pit,珌
pit4,pit,鮅
pit4,pit,㓖
pit4,pit,㮿
pit4,pit,滭
pit4,pit,熚
pit4,pit,縪
pit4,pit,蹕
pit4,pit,韠
pit4,pit,饆
pit4,pit,篳
pit8,pi̍t,拂
pit8,pi̍t,佛
pit8,pi̍t,佖
pit8,pi̍t,怭
pit8,pi̍t,邲
pit8,pi̍t,飶
pit8,pi̍t,駜
pit8,pi̍t,畢
pit8,pi̍t,嗶
pit8,pi̍t,蓽
pit8,pi̍t,弼
pit8,pi̍t,觱
piu1,piu,彪
piu1,piu,颩
png1,png,方
png1,png,楓
png2,pńg,榜
png2,pńg,本
png7,pn̄g,飯
po1,po,番
po1,po,玻
po1,po,波
po1,po,菠
po1,po,嶓
po1,po,晡
po1,po,坡
po2,pó,保
po2,pó,堡
po2,pó,緥
po2,pó,寶
po2,pó,寚
po2,pó,宝
po2,pó,𠈃
po2,pó,褓
po2,pó,寳
po3,pò,報
po3,pò,报
po3,pò,簸
po3,pò,播
po5,pô,蚾
poh4,poh,駁
poh4,poh,駮
poh4,poh,佰
poh4,poh,薄
poh4,poh,礴
poh4,poh,泊
poh8,po̍h,薄
poh8,po̍h,鉑
poh8,po̍h,箔
poih4,poih,八
poih4,poih,捌
poih4,poih,哵
poih8,poi̍h,拔
poinn1,poiⁿ,㿀
poinn1,poiⁿ,斑
poinn2,póiⁿ,昄
poinn2,póiⁿ,板
poinn2,póiⁿ,瓪
poinn5,pôiⁿ,畔
pok4,pok,腹
pok4,pok,薄
pok4,pok,礴
pok4,pok,佰
pok4,pok,卜
pok8,po̍k,白
pok8,po̍k,帛
pok8,po̍k,薄
pok8,po̍k,箔
pok8,po̍k,匐
pok8,po̍k,蔔
pok8,po̍k,鏷
pok8,po̍k,濮
pok8,po̍k,僕
pong1,pong,帮
pong1,pong,幇
pong1,pong,幫
pong2,póng,唪
pong2,póng,琫
pong2,póng,菶
pong7,pōng,磅
pou1,pou,庯
pou1,pou,埔
pou1,pou,埠
pou2,póu,脯
pou2,póu,斧
pou2,póu,補
pou3,pòu,傅
pou3,pòu,播
pou3,pòu,布
pou6,põu,部
pou7,pōu,步
pu1,pu,庯
pu1,pu,埠
pu1,pu,逋
pu1,pu,餔
pu1,pu,哺
pu2,pú,斧
pu2,pú,補
pu2,pú,脯
pu2,pú,圃
pu3,pù,富
pu3,pù,布
pu3,pù,佈
pu3,pù,怖
pu3,pù,抪
pu5,pû,炮
pu5,pû,炰
pu5,pû,瓟
pu5,pû,匏
pu6,pũ,媍
pu6,pũ,婦
pu6,pũ,部
pu6,pũ,哺
pu6,pũ,捕
pu6,pũ,䝵
pu7,pū,煦
pu7,pū,步
pu7,pū,菢
pua3,pùa,簸
pua3,pùa,播
pua3,pùa,貝
pua3,pùa,譒
puah4,puah,鉢
puah4,puah,盋
puah8,pua̍h,跋
puan1,puan,般
puan3,puàn,半
puan5,puân,蹣
puan6,puãn,畔
puan6,puãn,叛
puann1,puaⁿ,般
puann1,puaⁿ,搬
puann1,puaⁿ,磐
puann2,púaⁿ,坂
puann3,pùaⁿ,半
puann5,pûaⁿ,槃
puann5,pûaⁿ,盤
puat4,puat,艴
puat4,puat,叭
puat4,puat,孛
puat8,pua̍t,綍
puat8,pua̍t,拔
puat8,pua̍t,跋
puat8,pua̍t,犮
puat8,pua̍t,叐
puat8,pua̍t,軷
puat8,pua̍t,魃
puat8,pua̍t,菝
puat8,pua̍t,胈
puat8,pua̍t,餑
puat8,pua̍t,脖
puat8,pua̍t,𡋯
puat8,pua̍t,桲
puat8,pua̍t,𥹸
puat8,pua̍t,誖
puat8,pua̍t,妭
puat8,pua̍t,挬
puat8,pua̍t,浡
puat8,pua̍t,荸
puat8,pua̍t,勃
puat8,pua̍t,渤
pue1,pue,蜚
pue1,pue,飛
pue1,pue,杯
pue1,pue,盃
pue1,pue,桮
pue3,pùe,瑁
pue3,pùe,貝
pue3,pùe,沸
pue3,pùe,軰
pue3,pùe,輩
pue3,pùe,背
pue3,pùe,䋳
pue3,pùe,𦂄
pue3,pùe,褙
pue3,pùe,梖
pue3,pùe,㸽
pue3,pùe,㸬
pue3,pùe,狽
pue3,pùe,珼
pue5,pûe,倍
pue5,pûe,賠
pue5,pûe,陪
pue6,pũe,北
pue6,pũe,倍
pue6,pũe,背
pue6,pũe,邶
pue6,pũe,偝
pue6,pũe,焙
pue6,pũe,悖
pue6,pũe,𦮷
pue6,pũe,裴
pue6,pũe,蓓
pue6,pũe,佩
pue6,pũe,珮
pui1,pui,卑
pui1,pui,悲
pui1,pui,盃
pui1,pui,𤰞
pui1,pui,椑
pui1,pui,屄
pui1,pui,埤
pui3,pùi,貝
pui3,pùi,沸
pui3,pùi,軰
pui3,pùi,輩
pui3,pùi,背
pui3,pùi,疿
pui5,pûi,婓
pui5,pûi,倍
pui5,pûi,肥
pui5,pûi,淝
pui5,pûi,蜰
pui5,pûi,蟦
pui5,pûi,痱
pui6,pũi,北
pui6,pũi,孛
pui6,pũi,倍
pui6,pũi,背
pui6,pũi,偝
pui6,pũi,悖
pui6,pũi,佩
pui6,pũi,珮
pui7,pūi,吠
pun1,pun,分
pun2,pún,本
pun2,pún,畚
pun2,pún,笨
pun2,pún,体
pun3,pùn,糞
pun3,pùn,瀵
pun6,pũn,笨
pun6,pũn,体
pun6,pũn,㤓
put4,put,不
put4,put,朳
sa1,sa,砂
sa1,sa,紗
sa1,sa,沙
sa1,sa,桬
sa1,sa,㲚
sa1,sa,裟
sa1,sa,髿
sa1,sa,鯊
sa1,sa,颵
sa1,sa,挲
sa1,sa,挱
sa1,sa,莎
sa1,sa,娑
sa1,sa,䓾
sa1,sa,傞
sa3,sà,𢇗
sa3,sà,𠚺
sa3,sà,嗄
sa7,sā,𣣺
sah8,sa̍h,炸
sah8,sa̍h,煠
sah8,sa̍h,熟
sai1,sai,犀
sai1,sai,厶
sai1,sai,西
sai1,sai,腮
sai1,sai,顋
sai1,sai,䚡
sai1,sai,䰄
sai1,sai,鰓
sai1,sai,㩄
sai1,sai,師
sai1,sai,獅
sai1,sai,螄
sai1,sai,偲
sai1,sai,私
sai1,sai,崽
sai2,sái,屎
sai2,sái,㕧
sai2,sái,史
sai2,sái,駛
sai2,sái,使
sai3,sài,使
sai3,sài,蠆
sai3,sài,壻
sai3,sài,婿
sai3,sài,塞
sai3,sài,簺
sai3,sài,賽
sai3,sài,𧜁
sai3,sài,鎩
sai3,sài,殺
sai3,sài,曬
sai3,sài,晒
sai6,sãi,柿
sai7,sāi,祀
sam1,sam,三
sam1,sam,衫
sam1,sam,叁
sam1,sam,毿
sam1,sam,鬖
sam1,sam,彡
sam1,sam,杉
sam1,sam,穇
sam1,sam,纔
sam1,sam,𩭹
sam2,sám,磣
sam2,sám,糝
sam2,sám,糂
sam2,sám,摻
sam3,sàm,三
sam3,sàm,叁
sam3,sàm,鬖
sam3,sàm,摲
sam3,sàm,𩭹
sam3,sàm,𩁺
sam3,sàm,𠚹
sam3,sàm,釤
sam5,sâm,芟
san1,san,山
san1,san,澘
san1,san,删
san1,san,姗
san1,san,珊
san1,san,跚
san2,sán,產
san2,sán,剷
san2,sán,剗
san2,sán,嵼
san2,sán,㯆
san2,sán,滻
san2,sán,丳
san2,sán,㦃
san2,sán,糤
san2,sán,饊
san2,sán,摌
san3,sàn,鏾
san3,sàn,𠜎
san3,sàn,霰
san3,sàn,䨘
san3,sàn,傘
san3,sàn,散
san3,sàn,汕
san3,sàn,疝
san3,sàn,訕
sang1,sang,喪
sang1,sang,雙
sang1,sang,双
sang1,sang,艭
sang1,sang,鬆
sang1,sang,䯷
sang3,sàng,擤
sang3,sàng,喪
sang3,sàng,宋
sang3,sàng,送
sann1,saⁿ,三
sann1,saⁿ,叁
sann1,saⁿ,衫
sap4,sap,鞈
sap4,sap,霅
sap4,sap,㔍
sap4,sap,㗩
sap4,sap,屑
sap4,sap,趿
sap4,sap,靸
sap4,sap,馺
sap4,sap,䪞
sap4,sap,䨿
sap4,sap,𠎷
sap4,sap,𢶍
sap4,sap,𧞁
sap4,sap,颯
sap4,sap,卅
sap4,sap,霎
sat4,sat,擦
sat4,sat,塞
sat4,sat,𧜁
sat4,sat,姗
sat4,sat,刹
sat4,sat,𥋌
sat4,sat,撒
sat4,sat,薩
sat4,sat,摋
sat4,sat,𥻦
sat4,sat,㩙
sat4,sat,煞
sat4,sat,虱
sat4,sat,蝨
sat4,sat,攃
sat4,sat,剎
sau1,sau,𢶠
sau1,sau,颵
sau1,sau,鞘
sau1,sau,韒
sau1,sau,筲
sau1,sau,鮹
sau1,sau,慅
sau1,sau,搔
sau1,sau,溞
sau1,sau,𦞣
sau1,sau,臊
sau1,sau,颾
sau1,sau,騷
sau1,sau,鰠
sau1,sau,艘
sau1,sau,繅
sau1,sau,弰
sau1,sau,捎
sau1,sau,艄
sau1,sau,莦
sau1,sau,髾
sau1,sau,旓
sau1,sau,梢
sau1,sau,𦄏
sau1,sau,哨
sau1,sau,䈰
sau2,sáu,𦺋
sau2,sáu,嫂
sau2,sáu,㛮
sau3,sàu,哨
sau3,sàu,鞘
sau3,sàu,韒
sau3,sàu,嘯
sau3,sàu,歗
sau3,sàu,埽
sau3,sàu,掃
sau3,sàu,瘙
sau3,sàu,喿
sau3,sàu,髞
sau3,sàu,潲
sau3,sàu,𠲿
sau3,sàu,欶
sau3,sàu,謏
sau3,sàu,嗽
sau3,sàu,瘶
sau3,sàu,漱
se1,se,紗
se1,se,裟
se1,se,些
se1,se,𤺎
se2,sé,寫
se2,sé,冩
se2,sé,舍
se2,sé,捨
se3,sè,舍
se3,sè,卸
se3,sè,射
se3,sè,赦
se5,sê,儕
se5,sê,斜
se5,sê,衺
se5,sê,邪
se5,sê,闍
se5,sê,佘
se5,sê,蛇
se6,sẽ,社
se6,sẽ,𣝒
se7,sē,謝
sek4,sek,識
sek4,sek,晳
sek4,sek,薔
sek4,sek,席
sek4,sek,蓆
sek4,sek,拭
sek4,sek,𢂑
sek4,sek,郝
sek4,sek,塞
sek4,sek,蝨
sek4,sek,螫
sek4,sek,踖
sek4,sek,㨁
sek4,sek,植
sek4,sek,殖
sek4,sek,埴
sek4,sek,栻
sek4,sek,襫
sek4,sek,惁
sek4,sek,菥
sek4,sek,蜥
sek4,sek,惜
sek4,sek,緆
sek4,sek,舄
sek4,sek,磶
sek4,sek,蕮
sek4,sek,息
sek4,sek,媳
sek4,sek,熄
sek4,sek,瘜
sek4,sek,鄎
sek4,sek,䭒
sek4,sek,昔
sek4,sek,夕
sek4,sek,悉
sek4,sek,錫
sek4,sek,析
sek4,sek,晰
sek4,sek,淅
sek4,sek,皙
sek4,sek,腊
sek4,sek,汐
sek4,sek,穸
sek4,sek,蟋
sek4,sek,裼
sek4,sek,潟
sek4,sek,僁
sek4,sek,摵
sek4,sek,瑟
sek4,sek,璱
sek4,sek,色
sek4,sek,嗇
sek4,sek,𠎸
sek4,sek,懎
sek4,sek,穡
sek4,sek,飾
sek4,sek,餙
sek4,sek,湜
sek4,sek,碩
sek4,sek,釋
sek4,sek,式
sek4,sek,軾
sek4,sek,適
sek4,sek,奭
sek4,sek,俶
sek4,sek,碟
sek4,sek,諎
sek4,sek,擲
sek8,se̍k,鼫
sek8,se̍k,熟
seng1,seng,檉
seng1,seng,生
seng1,seng,牲
seng1,seng,旌
seng1,seng,笙
seng1,seng,鼪
seng1,seng,甥
seng1,seng,勝
seng1,seng,升
seng1,seng,昇
seng1,seng,陞
seng1,seng,聲
seng1,seng,声
seng2,séng,省
seng2,séng,箵
seng2,séng,𢜫
seng2,séng,眚
seng3,sèng,姓
seng3,sèng,性
seng3,sèng,勝
seng3,sèng,貹
seng3,sèng,蕂
seng3,sèng,晟
seng3,sèng,聖
seng5,sêng,成
seng5,sêng,榕
seng5,sêng,丞
seng5,sêng,承
seng5,sêng,城
seng5,sêng,宬
seng5,sêng,郕
seng5,sêng,誠
seng5,sêng,盛
seng5,sêng,乘
seng5,sêng,堘
seng5,sêng,塍
seng5,sêng,畻
seng5,sêng,松
seng6,sẽng,盛
seng6,sẽng,乘
seng6,sẽng,嵊
seng6,sẽng,剩
senn1,seⁿ,腥
senn1,seⁿ,生
senn1,seⁿ,鉎
senn1,seⁿ,牲
senn2,séⁿ,省
senn3,sèⁿ,姓
senn3,sèⁿ,性
si1,si,棲
si1,si,栖
si1,si,呞
si1,si,齝
si1,si,𪗪
si1,si,遲
si1,si,㓾
si1,si,施
si1,si,蓍
si1,si,𧕯
si1,si,糸
si1,si,西
si1,si,螄
si1,si,偲
si1,si,恓
si1,si,嘶
si1,si,尸
si1,si,鳲
si1,si,屍
si1,si,蒒
si1,si,詩
si1,si,邿
si1,si,絁
si1,si,噬
si1,si,司
si1,si,絲
si1,si,蕬
si1,si,鷥
si1,si,凘
si1,si,緦
si1,si,粞
si1,si,鉈
si1,si,鷀
si2,sí,矖
si2,sí,纚
si2,sí,屎
si2,sí,峙
si2,sí,庤
si2,sí,阤
si2,sí,徙
si2,sí,屣
si2,sí,蹝
si2,sí,躧
si2,sí,縰
si2,sí,璽
si2,sí,壐
si2,sí,葸
si2,sí,枲
si2,sí,釃
si2,sí,洒
si2,sí,弛
si2,sí,矢
si2,sí,始
si2,sí,豕
si2,sí,死
si2,sí,兕
si2,sí,𤉡
si3,sì,僿
si3,sì,壻
si3,sì,婿
si3,sì,曬
si3,sì,施
si3,sì,始
si3,sì,細
si3,sì,呬
si3,sì,𧲬
si3,sì,眎
si3,sì,視
si3,sì,眂
si3,sì,嗜
si3,sì,世
si3,sì,丗
si3,sì,貰
si3,sì,勢
si3,sì,覗
si3,sì,笥
si3,sì,四
si3,sì,肆
si3,sì,泗
si3,sì,駟
si3,sì,𨽸
si3,sì,伺
si5,sî,箷
si5,sî,時
si5,sî,旹
si5,sî,塒
si5,sî,榯
si5,sî,溡
si5,sî,鰣
si5,sî,匙
si5,sî,蝭
si5,sî,鍉
si5,sî,鶗
si5,sî,辭
si5,sî,辞
si5,sî,辤
si6,sĩ,氏
si6,sĩ,姼
si6,sĩ,恀
si6,sĩ,扡
si6,sĩ,覗
si6,sĩ,㣥
si6,sĩ,蒔
si6,sĩ,𣻞
si6,sĩ,侍
si6,sĩ,恃
si6,sĩ,䦙
si6,sĩ,是
si6,sĩ,褆
si6,sĩ,𥄶
si7,sī,沶
si7,sī,示
si7,sī,豉
si7,sī,澨
si7,sī,筮
si7,sī,扡
si7,sī,誓
si7,sī,逝
sia2,siá,灺
sia2,siá,寫
sia2,siá,冩
sia2,siá,舍
sia2,siá,捨
sia2,siá,藛
sia3,sià,射
sia3,sià,𢇗
sia3,sià,舍
sia3,sià,卸
sia3,sià,赦
sia3,sià,謝
sia3,sià,貰
sia3,sià,藛
sia3,sià,瀉
sia3,sià,騇
sia5,siâ,䔑
sia5,siâ,邪
sia5,siâ,斜
sia5,siâ,衺
sia5,siâ,佘
sia6,siã,社
sia6,siã,𣝒
sia7,siā,謝
sia7,siā,榭
sia7,siā,麝
siah4,siah,錫
siah8,sia̍h,席
siah8,sia̍h,蓆
siak4,siak,枻
siak4,siak,屑
siak4,siak,僁
siak4,siak,削
siak4,siak,楔
siak4,siak,㨝
siak4,siak,伳
siak4,siak,渫
siak4,siak,㣯
siak4,siak,糏
siak4,siak,𪍛
siak4,siak,娋
siak4,siak,𪌯
siam1,siam,襜
siam1,siam,幨
siam1,siam,憸
siam1,siam,襝
siam1,siam,摻
siam1,siam,苫
siam1,siam,襳
siam1,siam,殲
siam1,siam,𢅐
siam1,siam,䦓
siam1,siam,韱
siam1,siam,孅
siam1,siam,纖
siam1,siam,暹
siam1,siam,銛
siam1,siam,森
siam1,siam,棎
siam1,siam,參
siam1,siam,葠
siam1,siam,滲
siam1,siam,蔘
siam1,siam,㾕
siam1,siam,槮
siam1,siam,痁
siam2,siám,棯
siam2,siám,閃
siam2,siám,㴸
siam2,siám,陝
siam2,siám,睒
siam3,siàm,滲
siam3,siàm,䠨
siam3,siàm,韂
siam5,siâm,尋
siam5,siâm,裧
siam5,siâm,蟾
siam5,siâm,𧨾
siam5,siâm,檐
siam5,siâm,簷
siam6,siãm,椹
siam7,siām,𢕻
siam7,siām,贍
siang1,siang,禓
siang1,siang,瀼
siang1,siang,相
siang1,siang,廂
siang1,siang,湘
siang1,siang,箱
siang1,siang,緗
siang1,siang,葙
siang1,siang,襄
siang1,siang,忀
siang1,siang,欀
siang1,siang,瓖
siang1,siang,纕
siang1,siang,鑲
siang1,siang,驤
siang1,siang,商
siang1,siang,𧷮
siang1,siang,蔏
siang1,siang,謪
siang1,siang,傷
siang1,siang,殤
siang1,siang,觴
siang1,siang,愓
siang1,siang,扄
siang1,siang,湯
siang2,siáng,晌
siang2,siáng,賞
siang2,siáng,𩞧
siang3,siàng,相
siang5,siâng,嘗
siang5,siâng,甞
siang5,siâng,痒
siang5,siâng,徜
siang5,siâng,鱨
siang5,siâng,償
siang5,siâng,常
siang5,siâng,庠
siang5,siâng,祥
siang5,siâng,翔
siang5,siâng,詳
siang5,siâng,裳
siang6,siãng,上
siang6,siãng,象
siang6,siãng,想
siang6,siãng,像
siang6,siãng,橡
siang6,siãng,䴂
siang6,siãng,尚
siang6,siãng,潒
siang6,siãng,尙
siann1,siaⁿ,聲
siann1,siaⁿ,声
siann3,siàⁿ,圣
siann3,siàⁿ,聖
siann5,siâⁿ,城
siap4,siap,唼
siap4,siap,𠸝
siap4,siap,霎
siap4,siap,嗇
siap4,siap,𠎸
siap4,siap,躞
siap4,siap,歰
siap4,siap,㒊
siap4,siap,𢡉
siap4,siap,濇
siap4,siap,澁
siap4,siap,澀
siap4,siap,翜
siap4,siap,弽
siap4,siap,啃
siap4,siap,倐
siap4,siap,倏
siap4,siap,儵
siap8,sia̍p,洩
siap8,sia̍p,泄
siap8,sia̍p,楪
siap8,sia̍p,灄
siap8,sia̍p,炸
siap8,sia̍p,煠
siap8,sia̍p,疶
siap8,sia̍p,屧
siap8,sia̍p,涉
siap8,sia̍p,韘
siap8,sia̍p,慴
siau1,siau,俏
siau1,siau,廋
siau1,siau,鄋
siau1,siau,颼
siau1,siau,䬒
siau1,siau,翛
siau1,siau,鞘
siau1,siau,韒
siau1,siau,筲
siau1,siau,鮹
siau1,siau,弰
siau1,siau,捎
siau1,siau,旓
siau1,siau,𢶠
siau1,siau,娋
siau1,siau,宵
siau1,siau,消
siau1,siau,痟
siau1,siau,硝
siau1,siau,綃
siau1,siau,蛸
siau1,siau,逍
siau1,siau,銷
siau1,siau,霄
siau1,siau,魈
siau1,siau,箾
siau1,siau,簫
siau1,siau,彇
siau1,siau,橚
siau1,siau,蟰
siau1,siau,蕭
siau1,siau,䘯
siau1,siau,𥳓
siau1,siau,䈰
siau1,siau,燒
siau1,siau,搜
siau1,siau,𢲷
siau1,siau,溲
siau1,siau,餿
siau1,siau,蒐
siau1,siau,䐹
siau1,siau,叟
siau2,siáu,少
siau2,siáu,謏
siau2,siáu,小
siau2,siáu,篠
siau2,siáu,䔠
siau3,siàu,少
siau3,siàu,峭
siau3,siàu,陗
siau3,siàu,鞘
siau3,siàu,韒
siau3,siàu,嘯
siau3,siàu,燒
siau3,siàu,數
siau3,siàu,𡂡
siau5,siâu,韶
siau6,siãu,劭
siau6,siãu,𠧞
siau6,siãu,旐
siau6,siãu,肇
siau6,siãu,肈
siau6,siãu,肖
siau6,siãu,袑
siau6,siãu,佋
siau6,siãu,紹
siau6,siãu,卲
siau6,siãu,邵
siau6,siãu,筄
siau6,siãu,艞
sie1,sie,相
sie1,sie,霄
sie1,sie,燒
sie2,sié,小
sie3,siè,燒
sieh4,sieh,惜
sieh8,sie̍h,石
sien1,sien,鮮
sien1,sien,鱻
sien1,sien,䙴
sien1,sien,先
sien1,sien,𥑻
sien1,sien,仙
sien1,sien,僊
sien1,sien,秈
sien1,sien,籼
sien1,sien,躚
sien1,sien,蹮
sien1,sien,羴
sien1,sien,栓
sien1,sien,尟
sien1,sien,尠
sien2,sién,鮮
sien2,sién,鱻
sien2,sién,㧥
sien2,sién,洗
sien2,sién,毨
sien2,sién,筅
sien2,sién,跣
sien2,sién,銑
sien2,sién,尟
sien2,sién,尠
sien2,sién,廯
sien2,sién,癬
sien2,sién,蘚
sien2,sién,燹
