puj,puj_orig,poj,poj_orig,han,han_orig,en,en_orig,zh_TW,zh_CN,source,page_num
khu,Kʽu 1,,,區,,To discriminate; a place to lay up anything; a room; to class; a boundary.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,99
khu,Kʽu 1,,,傴,,Bent forward in respect; hunch backed.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,99
khu,Kʽu 1,,,嶇,,"Rugged; an abrupt, peaked mountain.",,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,99
khu,Kʽu 1,,,摳,,To lift up with the hand; to feel; to strike;,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,99
khu,Kʽu 1,,,樞,,A hinge; centre of motion; central; indispensable.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,99
khu,Kʽu 1,,,𨄅,,To walk lame; an uneven path.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,99
khu,Kʽu 1,,,軀,,The body.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,99
khu,Kʽu 1,,,驅,,To drive; drive away; go before; a forerunner.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,99
khu,Kʽu 1,,,祛,,"To expel; drive away, as any noxious influences.",,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,99
khu,Kʽu 1,,,袪,,The sleeve of a garment; the cuff.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,99
khua,Kʽwa 1,,,刳,,To cut asunder; rip open; divide; kill.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,104
khua,Kʽwa 1,,,胯,,The legs or thighs.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,104
khua,Kʽwa 1,,,袴,,Pantaloons.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,104
khua,Kʽwa 1,,,誇,,To boast; vaunt; large.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,104
khua,Kʽwa 1,,,跨,,To pass over; surpass; to stride over.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,104
khuah,Kʽwa 4,,,渴,,Thirsty; anxious to obtain or effect.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,104
khuah,Kʽwa 4,,,闊,,Open; wide; broad; distant; perverse; painful.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,104
khuak,Kʽwak 4,,,擴,,To stretch out; enlarge; to pound; beat.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,105
khuan,Kʽwan 1,,,寛,,Broad; large; easy; generous; forgiving; to enlarge.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,105
khuan,Kʽwan 1,,,圈,,A coop or pen; a prison; a small circle; to encircle.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,105
khuang,Kʽwang 1,,,耾,,Deaf; a noise in the ear; a great noise.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,106
khuang,Kʽwang 1,,,肱,,The upper part of the arm; name of a country.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,106
khuang,Kʽwang 1,,,眶,,The eye ball; margin of the eye.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,106
khueh,Kʽue 4,,,闕,,Empty; defective; wanting; disrespectful.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,100
khueh,Kʽue 4,,,缺,,Broken off; deficiency; want; a vacancy.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,100
khui,Kʽui 1,,,虧,,Failure; deficiency; diminution; to injure; give trouble.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,101
khui,Kʽui 1,,,開,,To open; unfold; spread open.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,101
khui̍h,Kʽui -4,,,愧,,Shame; ashamed; abashen.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,101
khun,Kʽun 1,,,坤,,The earth; inferior; submissive.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,102
khun,Kʽun 1,,,昆,,An elder brother; to take precedence; altogether.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,102
khun,Kʽun 1,,,崑,,A fabulous mountain in central Asia.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,102
khun,Kʽun 1,,,鯤,,The spawn of fish; a very large fish.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,102
khun,Kʽun 1,,,髡,,To cut or shave off the hair; a leafless tree.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,102
khut,Kʽut 4,,,屈,,Bent; to stoop; to submit; to cause to stoop; to oppress.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,103
khut,Kʽut 4,,,堀,,A den; a cavern.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,103
khut,Kʽut 4,,,窟,,A cavern dug for a dwelling; a hole in the ground.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,103
khuài,Kʽwai 3-,,,快,,Flow of soul; joy; cheerfulness; speed.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,104
khuàng,Kʽwang 3-,,,况,,More; further; still more.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,106
khuàng,Kʽwang 3-,,,貺,,To confer upon; bestow; give to.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,106
khuàng,Kʽwang 3-,,,誑,,Levity of speech; to seduce by lying speeches.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,106
khuàng,Kʽwang 3-,,,壙,,A cave; grave; a desolate wilderness; extensive region.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,106
khuàng,Kʽwang 3-,,,曠,,Clear; bright; empty; vacant; distant; of long duration.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,106
khuàng,Kʽwang 3-,,,矌,,A colorless; lifeless eye; to stare; gaze.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,106
khuàng,Kʽwang 3-,,,纊,,"Raw silk; silk in a confused state, not formed into threads.",,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,106
khuán,Kʽwan 2,,,款,,Sincerely; affectionate; singleness of intention; to seek.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,105
khuán,Kʽwan 2,,,欵,,Sincerely; affectionate; singleness of intention; to seek.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,105
khuáng,Kʽwang 2,,,頃,,A moment; short time; timid.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,106
khuân,Kʽwan -1,,,權,,Power; authority; circumstances which influence on.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,105
khuâng,Kʽwang -1,,,狂,,Mad; foolish; ambitious; insanity.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,106
khuâng,Kʽwang -1,,,煢,,Desolate; alone; sorrowful; having none to depend on.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,106
khuâng,Kʽwang -1,,,瓊,,A flesh colored gem; a beautiful stone.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,106
khuâng,Kʽwang -1,,,傾,,Indirect; sideways; aslant; overturned; thrown down.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,106
khài,Kʽai 3-,,,嘅,,To sigh; lament.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,80
khài,Kʽai 3-,,,慨,,Magnanimous; generous; high minded.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,80
khài,Kʽai 3-,,,槪,,To level; adjust; a leveler; in general.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,80
khài,Kʽai 3-,,,漑,,Rolling towards; to. cleanse or wash with water.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,80
khài,Kʽai 3-,,,曁,,"With; and; the termination, end, or extreme degree of.",,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,80
khàm,Kʽám 3-,,,勘,,To investigate carefully; to try; judge; to be able for.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,81
khàng,Kʽáng 3-,,,侃,,Faithful; plain; unceremonious.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,82
khàng,Kʽáng 3-,,,亢,,The neck; throat; strong; to shelter; oppose; attack.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,82
khàng,Kʽáng 3-,,,伉,,To pair; match; a pair; to oppose; honest; blunt.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,82
khàng,Kʽáng 3-,,,忼,,High toned; aspiring; magnanimous; roused; to sigh.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,82
khàng,Kʽáng 3-,,,抗,,To raise with the hand; to shield; resist; oppose.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,82
khàng,Kʽáng 3-,,,炕,,To dry; dry hot.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,82
khàu,Kʽau 3-,,,哭,,To cry; lament; weep.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,84
khàu,Kʽau 3-,,,犒,,To confer rewards or honors especially on the army.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,84
khàu,Kʽau 3-,,,叩,,To strike; knock; discuss; ask; bow the head to the ground.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,84
khái,Kʽai 2,,,凱,,Good; excellent; victory; peace and joy.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,80
khái,Kʽai 2,,,愷,,Good; excellent; victory; peace and joy.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,80
khái,Kʽai 2,,,剴,,A large sickle or hook; to grind; assiduously.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,80
khái,Kʽai 2,,,覬,,To hope for; desire; covet; fortunate; lucky.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,80
khái,Kʽai 2,,,鎧,,A coat of mail; armor.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,80
khám,Kʽám 2,,,戡,,To pierce; overcome; kill.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,81
khám,Kʽám 2,,,闞,,To look with desire or expectation; to view.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,81
khám,Kʽám 2,,,坎,,A pit or dangerous place; to fall into a pit; to dig a pit.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,81
khám,Kʽám 2,,,砍,,"To cut off, or down; to chop.",,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,81
kháu,Kʽau 2,,,口,,The mouth; entrance; narrow passage; speech; a numeral.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,84
kháu,Kʽau 2,,,攷,,Aged; a deceased father; terminated; to question; to examine.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,84
kháu,Kʽau 2,,,考,,Aged; a deceased father; terminated; to question; to examine.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,84
kháu,Kʽau 2,,,拷,,To examine; inflict torture; to extort confession.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,84
khèng,Kʽeng 3-,,,磬,,The sound of a sonorous stone; to suspend.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,86
khèng,Kʽeng 3-,,,罄,,Empty; exhausted; to exhaust.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,86
khèng,Kʽeng 3-,,,慶,,To congratulate; good; happy.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,86
khéng,Kʽeng 2,,,肯,,Willing; pleased.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,86
khêng,Kʽeng -1,,,擎,,To raise or lift up with the land; to lift high.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,86
khêng,Kʽeng -1,,,鯨,,A large fish; a sea monster.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,86
khí,Kʽi 2,,,起,,To rise; to raise; lift up; to begin.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,89
khí,Kʽi 2,,,啟,,To open; explain; inform; instruct; distinguish.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,89
khí,Kʽi 2,,,𣘼,,An ensign of authority; a spear carried by a forerunner.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,89
khî,Kʽi -1,,,奇,,Strange; wonderful; mysterious; to wonder.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,88
khî,Kʽi -1,,,畸,,Small pieces of waste land; surplus;,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,88
khî,Kʽi -1,,,琦,,A certain precious stone; fond of play.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,88
khî,Kʽi -1,,,綺,,Variegated; striped with different colors.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,88
khî,Kʽi -1,,,其,,He; she; it; they; his; its; any one; the; that.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,88
khî,Kʽi -1,,,期,,An appointed time; to expect.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,88
khî,Kʽi -1,,,蜞,,"Name of a shelf fish, similar to a crab, not eatable.",,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,88
khî,Kʽi -1,,,麒,,A fabulous male animal which appears on the birth of great sages.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,88
khî,Kʽi -1,,,圻,,"A limit; boundary, 1000 li around the royal abode.",,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,88
khî,Kʽi -1,,,祈,,To pray; invoke; supplicate of the gods; beg.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,88
khî,Kʽi -1,,,祗,,The soul which animates the earth; the earth; respect; awe.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,88
khî,Kʽi -1,,,祁,,Affluent; abundant; numerous; great; at ease.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,88
khî,Kʽi -1,,,耆,,Aged; sixty years old; to direct; adjust.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,88
khîm,Kʽim -1,,,琴,,A stringed instrument of music; to restrain.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,92
khîm,Kʽim -1,,,襟,,The parts of a garment which fold over or overlap.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,92
khîm,Kʽim -1,,,禽,,A fowl; feathered animal with two feet.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,92
khîm,Kʽim -1,,,擒,,To seize; take alive; take prisoner.,To sieze; take alive; take prisoner.,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,92
khòi,Kʽoi 3-,,,契,,A written agreement; bond; deed; to unite; mournful.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,97
khòng,Kʽong 3-,,,控,,To draw or pull with the hand; to hold back; strike.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,98
khòu,Kʽo 3-,,,庫,,A storehouse; treasury.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,96
khòu,Kʽo 3-,,,褲,,Pantaloons.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,96
khòu,Kʽo 3-,,,𡨥,,Pirates; robbers; to plunder; pillage.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,96
khòu,Kʽo 3-,,,𦸅,,A nutmeg; a certain medicine.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,96
khó,Kʽó 2,,,可,,May; can; fit; competent; proper; worthy.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,97
khó,Kʽó 2,,,哿,,Excellent; to commend; may; can; ornaments.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,97
khóng,Kʽong 2,,,孔,,An orifice; aperture; vacuum; great; very; high.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,98
khóu,Kʽo 2,,,苦,,Bitter; unpleasant; distressing; urgent; to dislike.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,96
khóu,Kʽo 2,,,楛,,A wood of which shafts of arrows and spears are made; bad; weak.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,96
khôi,Kʽoi -1,,,溪,,A stream; river.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,97
khùa,Kʽwa 3-,,,挂,,To suspend; hang up.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,104
khùa,Kʽwa 3-,,,掛,,To suspend; hang upon; anxious.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,104
khùa,Kʽwa 3-,,,罣,,An impediment; a net; to impede; fall into a net.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,104
khùe,Kʽue 3-,,,卦,,Divination; prognostic; to divine by lines.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,100
khùe,Kʽue 3-,,,課,,To essay; make trial; deliberate; plan; a task; tax.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,100
khùn,Kʽun 3-,,,困,,Fatigued; exhausted; poor; weak; to weary; repress.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,102
khú,Kʽu 2,,,罟,,A net for fish or animals;,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,99
khúi,Kʽui 2,,,宄,,Traitorous plots formed by external banditti.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,101
khúi,Kʽui 2,,,軌,,The rut of a wheel; a law; rule.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,101
khúi,Kʽui 2,,,詭,,To reprimand; to deceive; impose upon; perverse.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,101
khúi,Kʽui 2,,,晷,,A dial; a gnomon to show the sun's declination.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,101
khúi,Kʽui 2,,,簋,,A square vessel to contain grain used in sacrifice.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,101
khún,Kʽun 2,,,囷,,A round granary; a place to collect grain.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,102
khún,Kʽun 2,,,捆,,To beat and bind; to make firm; well made.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,102
khún,Kʽun 2,,,梱,,The two sideposts of a door or gate; to finish; close.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,102
khún,Kʽun 2,,,綑,,To tie up; bind; weave.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,102
khún,Kʽun 2,,,閫,,Posts of a gate; apartments for the women.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,102
khún,Kʽun 2,,,麕,,A species of deer very timid.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,102
khún,Kʽun 2,,,窘,,Pressed by poverty or want; embarrassed; enfeebled.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,102
khûe,Kʽue -1,,,科,,A class; series; order; rank; a line.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,100
khûe,Kʽue -1,,,魁,,The. chief; head; great.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,100
khûe,Kʽue -1,,,恢,,Great; greatness of mind; to enlarge.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,100
khûe,Kʽue -1,,,盔,,A vessel for rice; any vessel; a helmet.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,100
khûe,Kʽue -1,,,詼,,To jest; trifle with; seduce.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,100
khûi,Kʽui -1,,,撅,,To lift up the garments when fording water.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,101
khûi,Kʽui -1,,,蹶,,To walk fast; speedy motion; stumble; to step.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,101
khûi,Kʽui -1,,,揆,,To guess; conjecture; to examine; conclude.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,101
khûi,Kʽui -1,,,暌,,In opposition to; over against; distant.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,101
khûi,Kʽui -1,,,睽,,To stare; look with displeasure; cast down.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,101
khûi,Kʽui -1,,,葵,,The malva or mallows; a variety of the hibiscus.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,101
khûi,Kʽui -1,,,騤,,A majestic horse; strong; violent; indefatigable.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,101
khûi,Kʽui -1,,,馗,,The cheek or jaw bones; a road diverging in nine direction.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,101
khûi,Kʽui -1,,,逵,,The cheek or jaw bones; a road diverging in nine direction.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,101
khûn,Kʽun -1,,,群,,A flock of sheep; a company of persons; to accord.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,102
khĩ,Kʽi -3,,,器,,A vessel; instrument; utensil; talent.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,89
khĩ,Kʽi -3,,,氣,,Breath; animal life; any subtle fluid; spirit or temper; feelings; ethereal; primary substance.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,89
khĩ,Kʽi -3,,,餼,,"Provisions; grain for cattle, for presents or offerings.",,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,89
khĩ,Kʽi -3,,,亟,,Haste; speed; promptly.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,89
khĩ,Kʽi -3,,,棄,,To break off; forget; reject; give up; refuse.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,89
khũ,Kʽu -3,,,臼,,A mortar for pounding rice or other things.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,99
