puj,puj_orig,poj,poj_orig,han,han_orig,en,en_orig,zh_TW,zh_CN,source,page_num
ke,Ke 1,,,加,,To add to; increase; confer; inflict; to charge.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,84
ke,Ke 1,,,伽,,A budhist god; a dragon.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,84
ke,Ke 1,,,袈,,Priests' clothes.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,84
keh,Ke 4,,,客,,A guest; stranger; customer.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,85
keh,Ke 4,,,喀,,A cough; retch; vomit.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,85
kek,Kek 4,,,殛,,To criminate; punish; reject; to kill; leave to perish.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,85
kek,Kek 4,,,棘,,Brambles; a hedge; fence.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,85
kek,Kek 4,,,戟,,A spear with several points; a halberd.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,85
kek,Kek 4,,,革,,Untanned skins; to take off; reject; degrade from office; a bridle.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,85
kek,Kek 4,,,格,,To come or extend to; excite; rectify; a limit; rule.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,85
kek,Kek 4,,,菊,,Name of a plant.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,85
kek,Kek 4,,,檄,,A government order written on a small board; haste.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,85
kek,Kek 4,,,激,,To excite; stir up; excitement.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,85
kek,Kek 4,,,鬲,,An earthen vase or urn; a partition between.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,85
kek,Kek 4,,,翮,,Wings of a bird spread out.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,86
keng,Keng 1,,,宮,,Palace; inner apartments; a wall; a note in music.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,86
keng,Keng,,,莖,,Classical books; what is excellent; rules; laws; to manage; to pass through.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,86
keng,Keng 1,,,經,,Classical books; what is excellent; rules; laws; to manage; to pass through.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,86
keng,Keng,,,𦮨,,The stem of plants; handle of a sword or spear.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,86
keng,Keng 1,,,莖,,The stem of plants; handle of a sword or spear.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,86
keng,Keng 1,,,弓,,"A bow; cover of a carriage; a land measure, 8 cubits.",,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,86
keng,Keng 1,,,芎,,A fragrant medicinal plant.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,86
keng,Keng 1,,,矜,,Handle of a spear; to compassionate; respectful; conceited.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,86
keng,Keng 1,,,荆,,A thorny bush; to punish.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,86
keng,Keng 1,,,更,,To change; alteration; still move.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,86
keng,Keng 1,,,供,,To place; arrange; give; declare; give evidence.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,86
keng,Keng 1,,,賡,,Again; to respond to; continue in succession.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,86
ke̍h,Ke -4,,,膈,,The breast; chest; stoppage in the chest or stomach.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,85
ke̍h,Ke -4,,,隔,,A partition; something that comes between; to separate.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,85
ke̍k,Kek -4,,,局,,Restricted; cramped; confused; guarded; to crouch.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,85
ke̍k,Kek -4,,,侷,,Restricted; cramped; confused; guarded; to crouch.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,85
ke̍k,Kek -4,,,梮,,A carriage for provisions; sharp points under shoes to prevent slipping.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,85
ke̍k,Kek -4,,,極,,The extreme point or degree; to carry to the utmost; exhausted.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,85
keⁿ,Kⁿe 1,,,畊,,To plough; cultivate the ground; employ diligent effort.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,85
keⁿ,Kⁿe 1,,,耕,,To plough; cultivate the ground; employ diligent effort.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,85
keⁿ,Kⁿe 1,,,羮,,Soup; broth.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,85
keⁿ,Kⁿe 1,,,更,,A watch of the night.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,85
keⁿ,Kⁿe 1,,,庚,,A horary character; the age of a person; to alter; a path.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,85
keⁿ,Kⁿe 1,,,鶊,,Name of a bird.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,85
khai,Kʽai 1,,,開,,To open; unloose; separate from; to begin.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,80
kham,Kʽám 1,,,堪,,To sustain; be adequate to; worthy; tolerable.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,81
kham,Kʽám 1,,,龕,,To receive; contain; overcome; a temple; a niche in the wall for idols.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,81
khan,Kʽán 1,,,牽,,To lead; pull; drag; connect; confined to.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,82
khan,Kʽán 1,,,刋,,To cut; carve; engrave; to hew; to fell.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,82
khan,Kʽán 1,,,衎,,Joy; rejoicing; feasting; ease; settled; sincere.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,82
khang,Kʽáng 1,,,康,,Repose; joy; felicity; excellent; blessed; a road.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,82
khang,Kʽáng 1,,,慷,,Firm; elevated; energetic; strong; healthy.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,82
khang,Kʽáng 1,,,糠,,Chaff.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,82
khang,Kʽáng 1,,,匡,,Square; right; to rectify; assist; deliver.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,82
khang,Kʽáng 1,,,空,,Vacant; empty; exhausted; poor; to empty.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,82
khap,Kʽáp 4,,,恰,,Seasonably; just at the time; fortunately; exactly.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,83
khap,Kʽáp 4,,,祫,,A sacrifice to ancestors which unites them all together.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,83
khap,Kʽáp 4,,,蛤,,A frog.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,83
khap,Kʽáp 4,,,閤,,A side door; small inner door.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,83
khap,Kʽáp 4,,,鴿,,A pidgeon; also a gourd; dove.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,83
khap,Kʽáp 4,,,盍,,To cover over.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,83
khap,Kʽáp 4,,,瞌,,Sleepy; eyes closed.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,83
khap,Kʽáp 4,,,磕,,Two stones striking against each other; to kneel and s trike the head on the ground.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,83
khap,Kʽáp 4,,,闔,,A door; to shut; a whole family; all together; why not?,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,83
khat,Kʽát 4,,,剋,,To overcome; injure; kill; to repress; to insist upon; urgent.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,83
khat,Kʽát 4,,,勀,,Great effort; to force one's self to; to be adequate for.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,83
khat,Kʽát 4,,,尅,,To cut; engrave; carve; peel; to use harshly.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,83
khau,Kʽau 1,,,䰗,,To cast lots; to choose by writing names on slips of paper and drawing them out.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,84
khau,Kʽau 1,,,鬮,,To cast lots; to choose by writing names on slips of paper and drawing them out.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,84
kha̍k,Kʽák -4,,,隺,,Aspiring; ardent; high toned.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,80
kha̍k,Kʽák -4,,,確,,Certainly; surely; indeed; the strict truth.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,80
kha̍k,Kʽák -4,,,霍,,Celerity; speed; alacrity; cheerfulness.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,80
kha̍k,Kʽák -4,,,藿,,Pulse; a fragrant plant.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,80
kha̍k,Kʽák -4,,,壳,,Thin skin of anything; empty and hollow; bark; a shell.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,80
kha̍k,Kʽák -4,,,殼,,Thin skin of anything; empty and hollow; bark; a shell.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,80
kha̍k,Kʽák -4,,,慤,,Sincere; faithful; virtuous.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,80
kha̍k,Kʽák -4,,,戞,,A long spear or lance; usual; ordinary; stammering.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,80
kha̍k,Kʽák -4,,,恪,,Veneration and respect; commanding respect.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,80
kha̍k,Kʽák -4,,,麯,,A ferment for making spirits.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,80
khek,Kʽek 4,,,刻,,To cut; engrave; carve; peel; to use harshly.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,86
khek,Kʽek 4,,,擊,,To strike; knock; beat; to rouse; excite; attack; kill.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,86
kheng,Kʽeng 1,,,扃,,The bar of a door; to bolt a door.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,86
kheng,Kʽeng 1,,,兢,,Attentive; cautious; respectful; anxious; alarm.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,86
kheng,Kʽeng 1,,,卿,,A title conferred on high officers; a prince.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,86
kheng,Kʽeng 1,,,筐,,A basket.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,86
kheng,Kʽeng 1,,,硜,,Noise of stones dashing against each other; mean.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,86
kheⁿ,Kʽⁿe 1,,,坑,,A pit; cave; den; to put into a pit.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,85
khi,Kʽi 1,,,欺,,To deceive; impose upon; insult; deceive one's self; to slant; to tip.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,88
khi,Kʽi 1,,,谿,,A valley with a stream running through it.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,88
khi,Kʽi 1,,,蹊,,A road; a path.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,88
khi,Kʽi 1,,,崎,,Mountainous path; dangerously precipice; dangerous.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,88
khi,Kʽi 1,,,踦,,Incomplete; single; with but one foot.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,88
khia,Kʽia 1,,,騎,,To stride; to ride on the back of an animal; a rider.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,89
khiah,Kʽia 4,,,隙,,A crevice; interstice; a cause; time of leisure.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,89
khiak,Kʽiak 4,,,怯,,Cowardly; timid; weak.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,89
khiak,Kʽiak 4,,,𨚫,,Behold; denotes certainty and surprise; to refuse; thro away; really; truly; therefore.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,89
khiak,Kʽiak 4,,,郤,,Behold; denotes certainty and surprise; to refuse; thro away; really; truly; therefore.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,89
khiam,Kʽiam 1,,,謙,,Respectful; yielding; humble; quiet.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,90
khien,Kʽien 1,,,騫,,"A girth for a horse; to fail, failure; disgraced.",,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,91
khien,Kʽien 1,,,愆,,Error; transgression; excess; failure; disease.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,91
khien,Kʽien 1,,,虔,,Firm; respectful; sincere; veneration; pious feeling.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,91
khiet,Kʽiet 4,,,孑,,Single; one; only; a remnant; short; behind.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,92
khiet,Kʽiet 4,,,厥,,An engine to throw stones; he; she; it; his hers; its.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,92
khiet,Kʽiet 4,,,譎,,False; intriguing; crafty; to impose upon.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,92
khiet,Kʽiet 4,,,喫,,To eat; drink; receive an impression; to bear with.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,92
khiet,Kʽiet 4,,,楔,,The two side posts of a door; a pillar; name of a wood.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,92
khiet,Kʽiet 4,,,恝,,Without sorrow; dismissing whatever annoys.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,92
khiet,Kʽiet 4,,,挈,,To take hold of with the hand; support; adjust.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,92
khiet,Kʽiet 4,,,𪗾,,Noise of the teeth gnashing or grinding on each other.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,92
khiet,Kʽiet 4,,,攫,,To take hold of; grasp.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,92
khiet,Kʽiet 4,,,躩,,"A short, quick, respectful step.",,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,92
khieⁿ,Kʽⁿie 1,,,腔,,Tunes of songs; empty; puffed up.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,91
khim,Kʽim 1,,,欽,,Imperial; majestic; respect.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,92
khim,Kʽim 1,,,衾,,A large coverlet; a covering; a shroud.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,92
khim,Kʽim 1,,,衿,,A small girdle or string; to fasten clothes; the collar.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,92
khin,Kʽin 1,,,輕,,Light; of little consequence; to despise.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,93
khiok,Kʽiok 4,,,克,,Able; adequate; to sustain; subdue; repress.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,93
khiok,Kʽiok 4,,,曲,,Crooked; bent down; oppressed; accused falsely.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,93
khiong,Kʽiong 1-,,,蛩,,Name of an insect; mournful.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,94
khiong,Kʽiong 1,,,穹,,"Lofty and vast, as the canopy of heaven; to deprive of entrace.",,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,94
khiou,Kʽio 1,,,㪣,,To beat or strike as a drum; a stout club or cudgel.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,93
khip,Kʽip 4,,,吸,,To draw in the breath; inhale; to drink.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,94
khip,Kʽip 4,,,扱,,To take; receive; obtain; draw; lead; to courtesy or bow.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,94
khip,Kʽip 4,,,汲,,To draw water from a well; to draw; lead; drag; laborious.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,94
khip,Kʽip 4,,,笈,,A box for containing one's books.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,94
khip,Kʽip 4,,,級,,Regular series; steps; degrees; classed; assorted; numeral of heads decapitated.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,94
khip,Kʽip 4,,,泣,,To weep; shed tears silently.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,94
khit,Kʽit 4,,,詰,,To interrogate; investigate; question with authority; to prohibit; reprove.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,94
khiu,Kʽiu 1,,,丘,,A mound; hill; an area; hollow space; valley; great.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,95
khiu,Kʽiu 1,,,坵,,A mound; hill; an area; hollow space; valley; great.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,95
khiu,Kʽiu 1,,,蚯,,A worm.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,95
khiu,Kʽiu 1,,,虬,,An animal of the lizard or dragon kind having a horn.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,95
khiu,Kʽiu 1,,,鳩,,Name of a bird of the pidgeon species; to congregate; to rest.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,95
khiàm,Kʽiam 3-,,,欠,,Want; insufficiency; to owe; be deficient.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,90
khiám,Kʽiam 2,,,嗛,,Deficiency; failure; a bird's craw; contents of the mouth.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,90
khiám,Kʽiam 2,,,慊,,Indignation; dissatisfied; cherishing ill-will to.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,90
khiám,Kʽiam 2,,,歉,,Deficiency; debt; to covet; not satisfied.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,90
khiâm,Kʽiam -1,,,箝,,To lock; shut and fasten; a lock; nippers.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,90
khiâm,Kʽiam -1,,,鉗,,Tongs; pincers; forceps; to pinch; gripe; injure.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,90
khiâm,Kʽiam -1,,,緘,,"To bind with cords; close or fold up, as a letter; an envelope.",,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,90
khiâng,Kʽiàng -1,,,強,,Strong; violent; obstinate; overbearing; an overplus.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,90
khiãm,Kʽiam -3,,,儉,,Economical; sparing; niggardly.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,90
khién,Kʽien 2,,,遣,,To send; commission; put away; reject; give liberty.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,91
khién,Kʽien 2,,,繾,,Inseparably attached.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,91
khién,Kʽien 2,,,譴,,To reprehend; blame; to scold.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,91
khién,Kʽien 2,,,褰,,Garments that reach to the feet; to lift up the garments when stepping in water.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,92
khién,Kʽien 2,,,蹇,,Lame; sick; crooked; stammering; difficult.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,92
khién,Kʽien 2,,,畎,,A small stream; a watercourse in a field; to diffuse.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,92
khiên,Kʽien -1,,,乾,,Heaven; firm; diligent; advancing; dry.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,91
khiên,Kʽien -1,,,拳,,The fist; to grasp and hold fast; roll up; boxing.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,91
khiòu,Kʽio 3-,,,竅,,A cavity; interstice; aperture; orifice; fit time.,A cavity; interstice; apperture; orifice; fit time.,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,93
khióng,Kʽiong 2,,,恐,,Fear; suspicion; anxious thought; to suppose; reckon.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,94
khióng,Kʽiong 2,,,鞏,,To bind fast; maintain firmly; well secured; to dry.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,94
khióu,Kʽio 2,,,蹻,,To raise the feet and walk or climb high.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,93
khiông,Kʽiong -1,,,窮,,To the last degree; to exhaust; impoverish; poor; the utmost.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,93
khiông,Kʽiong -1,,,卭,,Labor; weariness; sickness; name of a place.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,94
khiôu,Kʽio -1,,,磽,,"Stony, stiff, barren land.",,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,93
khiôu,Kʽio -1,,,翹,,Long feathers of a tail; numerous; to elevate; excite.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,93
khiôu,Kʽio -1,,,蹺,,A strong martial appearance; prancing; to climb.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,93
khiôu,Kʽio -1,,,喬,,High; curved; bent; proud; idle and dissipated.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,93
khiû,Kʽiu -1,,,求,,To search for; endeavor to obtain; beg; intreat; pray.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,95
khiû,Kʽiu -1,,,裘,,Skin garments.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,95
khiû,Kʽiu -1,,,賕,,To bribe; to pervert justice for money.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,95
khiû,Kʽiu -1,,,逑,,To pair; join; court or seek for in marriage; urgent.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,95
kho,Kʽó 1,,,戈,,A spear or lance.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,97
kho,Kʽó 1,,,渦,,To flow back; flow round; return.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,97
kho,Kʽó 1,,,呵,,To interrogate; reprehend; blame; to yawn.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,97
kho,Kʽó 1,,,坷,,Uneven; rugged; unfortunate; unsuccessful.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,97
kho,Kʽó 1,,,柯,,Name of a wood; stalk of a plant; handle of an axe; means of effecting.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,97
kho,Kʽó 1,,,疴,,Disease; sickness.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,97
kho,Kʽó 1,,,苛,,Small; petty; troublesome; to reprehend; trouble; anger.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,97
kho,Kʽó 1,,,軻,,An axle with wheels on it.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,97
khok,Kʽok 4,,,梏,,Manacles; a collar for the neck; correct conduct.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,98
khok,Kʽok 4,,,酷,,"Generous wine; hard hearted, as from wine; cruel.",,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,98
khok,Kʽok 4,,,鵠,,A leather mark to shoot at; a water fowl; goose.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,98
khok,Kʽok 4,,,嚳,,A hurried enunciation; to give information.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,98
khok,Kʽok 4,,,哭,,To weep and cry aloud.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,98
khok,Kʽok 4,,,觳,,A cup; a quiver; a small vessel; thin; a bludgeon; to rush against; trembling.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,98
khong,Kʽong 1,,,空,,The firmament; great; wide; vacant; exhausted; poor; clearness of mind; abstraction.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,98
khong,Kʽong 1,,,倥,,Ignorant; rude; hurry; urgent; weary.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,98
khong,Kʽong 1,,,悾,,Unable to attain one's purpose; dissatisfied; ignorant; simple.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,98
khong,Kʽong 1,,,朐,,Empty within; filled with wind; vain; ostentatious.,,,,008_A_Chinese_and_English_Vocabulary_in_the_Tie-chiu_Dialect,98
