puj,puj_orig,poj,poj_orig,han,han_orig,en,en_orig,zh_TW,zh_CN,source,page_num
bah,,,,肉,,flesh,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > F,122
ba̍k,,,,木,,elements,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > E,100
ba̍k,,,,墨,,"ink, (solid)",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > I,164
ba̍k,,,,木,,wood,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > W,311
ba̍k-chheⁿ,,,,木星,,Jupiter,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > J,170
ba̍k-hieⁿ,,,,木鄉,,putchuk,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > P,228
ba̍k-kang sai-pẽ,,,,木工司阜,,carpenter,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,48
ba̍k-kang sai-pẽ,,,,木工司阜,,joiner,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > J,170
ba̍k-káng,,,,木簡,,bludgeon,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > B,37
ba̍k-liāu,,,,木料,,timber,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > T,284
ba̍k-lĩ-hue,,,,茉莉花,,jasmine,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > J,169
ba̍k-póiⁿ,,,,木板,,"plank, a",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > P,217
ba̍k-sat,,,,木虱,,bug,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > B,42
ba̍k-thûi,,,,木槌,,bludgeon,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > B,37
ba̍k-tsa̍h,,,,木柵,,paling,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > P,209
ba̍k-tsú,,,,木主,,"ancestors, tablet",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > A,21
ba̍k-tsú,,,,木主,,"tablet, ancestral",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > T,276
ba̍k-tsúi,,,,墨水,,"ink, (liquid)",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > I,164
ba̍k-tsúi-hû,,,,墨水壺,,"bottle, ink-bottle",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > B,39
ba̍k-tsúi-kuàn,,,,墨水罐,,"bottle, ink-bottle",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > B,39
ba̍k-tsúi-kùan,,,,墨水罐,,"ink, ink-bottle",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > I,164
ba̍k-tsúi-sek,,,,墨水色,,gray,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > G,139
ba̍k-tsúi-ti̍h,,,,墨水碟,,"ink, ink-bottle",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > I,164
ba̍k-tsúi-tãng,,,,墨水甔,,"bottle, ink-bottle",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > B,39
ba̍k-tsúi-tãng,,,,墨水甔,,"ink, ink-bottle",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > I,164
ba̍k-táu,,,,墨斗,,cuttle-fish,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,74
ba̍k-táu-hṳ̂,,,,墨斗魚,,cuttle-fish,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,74
ba̍k-táu-sîn,,,,墨斗繩,,"line, carpenter's ink-line",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > L,179
ba̍k-u,,,,墨污,,"stain, with ink",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,266
ba̍k-zṳ́,,,,木耳,,boletus,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > B,38
ba̍k-zṳ́,,,,木耳,,"fungus, on trees",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > F,130
ba̍k-īⁿ,,,,墨硯,,"ink, ink-stone",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > I,164
ba̍t,,,,密,,"compact, close",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,60
ba̍t,,,,密,,dense,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > D,81
ba̍t,,,,密,,thick,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > T,281
ba̍t-ba̍t,,,,密密,,"close, texture",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,56
ba̍t-ba̍t,,,,密密,,"dense, population",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > D,81
ba̍t-ba̍t,,,,密密,,"private, privately",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > P,224
ba̍t-hûang,,,,密防,,"narrow, watch narrowly",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > N,198
ba̍t-iú,,,,密友,,"friend, very close",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > F,128
ba̍t-pâng,,,,密房,,closet,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,56
ba̍t-pâng,,,,密房,,"secret, chamber",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,249
ba̍t-sat,,,,木虱,,bug,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > B,42
ba̍t-sat chhiè chie̍h-pūi,,,,木虱笑石吠,,"laugh, pot laughing at kettle (literally, bed-bug laughing at tree-bug)",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > L,174
ba̍t-tsa̍t,,,,密實,,"close, texture",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,56
ba̍t-tsa̍t,,,,密實,,"foliage, dense",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > F,124
ba̍t-tsa̍t-tōiⁿ,,,,密實橂,,"dense, texture",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > D,81
be̍h,,,,麥,,barley,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > B,30
be̍h,,,,麥,,wheat,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > W,307
be̍h-hún,,,,麥粉,,meal,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > M,188
be̍h-hún,,,,麥粉,,oatmeal,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > O,202
be̍h-khng,,,,麥糠,,bran,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > B,40
be̍h-kho̍h,,,,麥？,,porridge,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > P,219
be̍h-kó,,,,麥稿,,stalk,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,266
be̍h-phou,,,,麥麩,,bran,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > B,40
be̍h-phou-phûe,,,,麥麩皮,,bran,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > B,40
be̍h-tshōi,,,,麥粞,,meal,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > M,188
bih,,,,覕,,lurk,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > L,183
bih-bûa,,,,覕摩,,"lie, in ambush",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > L,177
bih-bûa,,,,覕摩,,lurk,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > L,183
bih-tiām,,,,覕恬,,"lie, in ambush",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > L,177
biê-jī,,,,描字,,"trace, to trace writing (on thin paper)",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > T,287
biê-jī-keh,,,,描字格,,"copy, to trace over",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,68
biê-keh,,,,描格,,"trace, to trace writing (on thin paper)",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > T,287
biê-lia̍h,,,,瞄掠,,"seize, lie in wait to",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,250
biê-thoih,,,,描垈,,"trace, to trace writing (on thin paper)",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > T,287
biē-tn̂g,,,,廟堂,,temple,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > T,279
bi̍h-chhie̍h,,,,篾蓆,,"mat, bamboo",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > M,187
bi̍t,,,,蜜,,honey,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > H,151
bi̍t-chìm,,,,蜜餞,,"preserve, preserves",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > P,222
bi̍t-chìm-kieⁿ,,,,蜜浸薑,,"ginger, sweetmeat",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > G,134
bi̍t-iū,,,,蜜柚,,shaddock,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,252
bi̍t-phang,,,,蜜蜂,,bee,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > B,32
bi̍t-phièn,,,,蜜片,,"honey, honey-comb",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > H,151
bi̍t-phoh,,,,蜜粕,,"bee, beeswax",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > B,32
bi̍t-phoh,,,,蜜粕,,"honey, honey-comb",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > H,151
bi̍t-pâng,,,,蜜房,,"comb, honey-comb",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,58
bi̍t-tháng-kaⁿ,,,,蜜桶柑,,"orange, loose-skinned",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > O,206
bi̍t-thôu-cheng,,,,密陀僧,,litharge,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > L,179
bi̍t-tsa,,,,蜜渣,,"honey, honey-comb",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > H,151
buah,,,,抹,,besmear,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > B,34
buah,,,,抹,,rub,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > R,243
buah-hún,,,,抹粉,,"powder, use this",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > P,221
buah-ie̍h,,,,抹藥,,"medicine, apply",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > M,188
buah-ie̍h-tsúi,,,,抹藥水,,"lotion, to apply a",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > L,181
buah-iû,,,,抹油,,anoint,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > A,21
buah-iû,,,,抹油,,"oil, to oil",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > O,205
buah-ko,,,,抹膏,,anoint,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > A,21
buah-ko-ie̍h,,,,抹膏藥,,"ointment, apply",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > O,205
buah-lâ,,,,抹朥,,"grease, to",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > G,139
buah-phã,,,,抹泡,,"blister, with medicine",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > B,36
buah-thâu-iû,,,,撥頭油,,pomatum,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > P,219
buah-tiāu,,,,抹掉,,"daub, writing",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > D,76
buah-tiāu,,,,抹掉,,deface,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > D,79
buah-tiāu,,,,抹掉,,obliterate,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > O,203
buan-thien,,,,幔天,,ceiling,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,50
buan-thien-pòu,,,,幔天布,,awning,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > A,27
bua̍h--tie̍h,,,,袚著,,"bewitch, bewitched",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > B,34
bua̍h--tie̍h nah-sap,,,,抹着垃圾,,befoul,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > B,32
bua̍h-in-chi,,,,抹胭脂,,"rouge, to use",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > R,242
bue̍h,,,,襪,,stockings,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,268
bue̍h-tòa,,,,襪帶,,garter,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > G,132
bun,,,,蚊,,gnat,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > G,136
bun-kiáⁿ,,,,蚊囝,,gnat,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > G,136
bun-táⁿ,,,,蚊膽,,"chicken, hearted",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,53
bun-táⁿ,,,,蚊膽,,coward,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,70
bun-táⁿ,,,,蚊膽,,dastard,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > D,76
buáng-chèng,,,,妄證,,"witness, false",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > W,310
buáng-tãng,,,,妄重,,"fable, fabulous",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > F,112
buâng-chhêng,,,,忘情,,"thank, thankless",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > T,280
buâng-chhêng--chiá to,,,,忘情者多,,"grateful, gratitude is scarce",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > G,139
buâng-kìⁿ,,,,忘見,,forget,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > F,126
buâng-kìⁿ,,,,忘見,,"mislay, mislaid",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > M,193
buâng-tiāu,,,,忘掉,,forget,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > F,126
buâng-ṳn,,,,忘恩,,"thank, thankless",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > T,280
buâng-ṳn,,,,忘恩,,ungrateful,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > U,295
buâng-ṳn hũ-ngĩ,,,,忘恩負義,,ingratitude,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > I,163
buâng-ṳn hũ-ngĩ,,,,忘恩負義,,"thank, thankless",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > T,280
buān-jī,,,,萬二,,"twelve, twelve thousand",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > T,291
buān-kok,,,,萬國,,"world, all the",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > W,311
buān-lí chhiâng-siâⁿ,,,,萬里長城,,"wall, the great wall",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > W,304
buān-nîⁿ put-hiùⁿ,,,,萬年不朽,,incorruptible,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > I,160
buān-sṳ̄ sũn,,,,萬事順,,"succeed, to",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,272
buān-ēng-tan,,,,萬用丹,,panacea,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > P,209
buān-ēng-îⁿ,,,,萬用丸,,panacea,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > P,209
bàuⁿ-phâi-chhiâng,,,,好排場,,fop,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > F,124
bái,,,,目珠碾來碾去,,"roll, as boat",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > R,242
bái-a-bái,,,,跛亞跛,,"totter, to",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > T,286
bái-kúi teh,,,,蝞鬼矺,,"night, night-mare",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > N,200
bâ-lî,,,,峇厘,,"cabin, in stern",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,44
bâi-thâu kat-kat,,,,眉頭結結,,"knit, the eyebrows",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > K,172
bâi-thâu tièⁿ-tshok-tshok,,,,眉頭張蹙蹙,,"frown, to draw one's eye-brows together in a kind of frown",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > F,129
bâi-thâu tièⁿ-tshok-tshok,,,,眉頭張蹙蹙,,"knit, the eyebrows",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > K,172
bâi-thâu tshok-tshok,,,,眉頭蹙蹙,,"frown, expression of anxiety",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > F,129
bé,,,,馬,,horse,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > H,151
bé,,,,馬,,pony,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > P,219
bé kiè,,,,馬叫,,neigh,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > N,199
bé-bó,,,,馬母,,mare,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > M,186
bé-búe,,,,馬尾,,"horse, horse-hair",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > H,151
bé-búe-chiⁿ,,,,馬尾氈,,"hair, haircloth",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > H,142
bé-búe-tiẽn,,,,馬尾墊,,"hair, a haircloth cushion",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > H,142
bé-chhia,,,,馬車,,carriage,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,48
bé-chhia,,,,馬車,,chariot,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,51
bé-chhia,,,,馬車,,coach,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,57
bé-hu,,,,馬夫,,groom,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > G,140
bé-hu,,,,馬夫,,hostler,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > H,152
bé-hâm-thih,,,,馬銜鐵,,"bit, horse's",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > B,35
bé-hùan,,,,馬販,,"horse, horse-dealer",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > H,151
bé-kha-môⁿ,,,,馬骹毛,,fetlock,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > F,118
bé-kiáⁿ,,,,碼囝,,colt,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,58
bé-kiáⁿ,,,,碼囝,,"figure, figures(numerals)",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > F,119
bé-kiáⁿ,,,,碼囝,,"numerals, contracted",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > N,202
bé-kè,,,,馬價,,"fee, fee to doctor",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > F,116
bé-kóu,,,,馬牯,,stallion,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,266
bé-kùa,,,,馬褂,,"jacket, riding",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > J,169
bé-lâng-soh,,,,馬籠索,,halter,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > H,143
bé-lâu,,,,馬樓,,verandah,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > V,300
bé-lêng-khiâ,,,,馬龍騎,,spider,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,263
bé-phũe,,,,馬被,,"horse, horse-cloth",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > H,151
bé-piaⁿ,,,,馬兵,,cavalry,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,49
bé-piaⁿ,,,,馬兵,,dragoon,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > D,93
bé-piaⁿ,,,,馬兵,,trooper,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > T,289
bé-piⁿ,,,,馬鞭,,"whip, a",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > W,308
bé-pâng,,,,馬房,,stable,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,265
bé-pìn,,,,馬箆,,"horse, horse-comb",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > H,151
bé-siu,,,,馬梳,,"horse, horse-comb",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > H,151
bé-soh,,,,馬索,,bridle,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > B,41
bé-soh,,,,馬索,,reins,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > R,235
bé-sìn,,,,馬信,,"post, post-runner",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > P,220
