puj,puj_orig,poj,poj_orig,han,han_orig,en,en_orig,zh_TW,zh_CN,source,page_num
kâi-kâi,,,,個個,,"every, one",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > E,107
kâi-kâi-bô,,,,個個無,,none,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > N,201
kâi-nâng,,,,個人,,"man, a",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > M,185
kâi-pan-bó,,,,個班母,,about,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > A,14
kâi-ì-sṳ̀ tiāⁿ-tiāⁿ,,,,個意思定定,,"thank, no need for thanks",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > T,280
kâi-ì-sṳ̀ tiāⁿ-tiāⁿ,,,,個意思定定,,"trifle, (said of a present made by oneself)",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > T,289
kâm-kôu,,,,含糊,,ambiguous,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > A,20
kâm-lâng,,,,含膿,,fester,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > F,118
kâm-lâng,,,,含膿,,"pus, secreting pus",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > P,227
kâm-lâng,,,,含膿,,suppurate,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,274
kâm-pit,,,,含筆,,"pen, put in mouth",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > P,212
kâu,,,,猴,,ape,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > A,22
kâu,,,,猴,,monkey,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > M,194
kâu-kiè,,,,睺叫,,"expect, (erroneously)",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > E,110
kâu-kiè,,,,侯叫,,"suppose, I supposed(erroneously)",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,274
kâu-kê,,,,猴枷,,"fork, forked",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > F,126
kâⁿ,,,,銜,,"hold, in the mouth (as dog)",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > H,150
kã,,,,咬,,bite,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > B,35
kã,,,,咬,,chew,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,52
kã,,,,咬,,gnaw,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > G,136
kã khí-gê-kṳn,,,,咬齒牙根,,gnash,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > G,136
kã-gê,,,,咬牙,,gnash,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > G,136
kã-gê,,,,咬牙,,"teeth, to gnash",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > T,279
kã-kã bó-jiáng,,,,咬咬母讓,,"make, a row",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > M,184
kã-kã-jiáng,,,,咬咬嚷,,tumult,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > T,290
kã-sí,,,,咬死,,"to, bitten to death",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > T,285
kã-tñg,,,,咬斷,,"bite, bite off",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > B,35
kãu,,,,厚,,"strong, of tea",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,270
kãu,,,,厚,,thick,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > T,281
kãu-la̍k,,,,厚栗,,chestnut,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,52
kãu-nauh,,,,厚臑,,affluence,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > A,17
kãu-nguân,,,,厚原,,"paper, common writing (better)",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > P,209
kãu-nâng po̍h-kí,,,,厚人薄己,,"selfish, unselfish",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,250
kãu-sìn,,,,厚信,,"faith, strong faith",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > F,114
kãu-thãi,,,,厚待,,"behave, behave well to one",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > B,32
kãu-thãi,,,,厚待,,"cordial, a cordial reception",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,68
kãu-thãi,,,,厚待,,"deal, deal well with any one",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > D,77
kãu-thãi,,,,厚待,,"entertain, sumptuously or generously",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > E,104
kãu-thãi,,,,厚待,,"friend, friendly treatment",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > F,128
kãu-thãi,,,,厚待,,"treat, well",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > T,288
kãu-thãi nâng-kheh,,,,厚待人客,,hospitable,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > H,152
kãu-ue̍h,,,,厚劃,,"disagree, disagreeable (sensation)",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > D,86
kãu-ue̍h,,,,厚劃,,discomfort,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > D,87
kãu-ue̍h,,,,厚劃,,uncomfortable,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > U,293
kãu-ue̍h,,,,厚劃,,"unpleasant, feeling",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > U,296
kãu-ún,,,,蚯蚓,,"earth, earth-worm",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > E,98
kãu-ún,,,,厚蚓,,"worm, earth-worm",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > W,312
kãu-ún-bue̍h,,,,厚蚓襪,,"worsted, stockings",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > W,312
kãu-ṳn,,,,厚恩,,"great, favour",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > G,139
kè,,,,架,,bracket,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > B,39
kè,,,,價,,cost,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,69
kè,,,,架,,frame,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > F,128
kè,,,,嫁,,"give, in marriage",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > G,135
kè,,,,嫁,,"marry, of woman",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > M,186
kè,,,,價,,price,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > P,223
kè,,,,架,,"rack, a",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > R,229
kè,,,,架,,shelf,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,253
kè,,,,架,,"stand, a stand",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,266
kè chiãm-chiãm-kûiⁿ,,,,價漸漸懸,,"rise, in price",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > R,241
kè--pun-nâng,,,,嫁分人,,"give, in marriage",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > G,135
kè--pun-nâng,,,,嫁分人,,"marry, give one's daughter in marriage",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > M,186
kè-bóu,,,,嫁姥,,divorce,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > D,91
kè-bóu,,,,嫁姥,,"repudiate, a wife",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > R,237
kè-chîⁿ,,,,價錢,,cost,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,69
kè-chîⁿ,,,,價錢,,price,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > P,223
kè-chîⁿ bô-pan-bó,,,,價錢無班母,,"unconscionable, price",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > U,294
kè-chîⁿ tsōi,,,,價錢㩼,,"high, high price",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > H,149
kè-chîⁿ tàⁿ-tiāⁿ-tie̍h,,,,價錢呾定着,,"bargain, to fix",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > B,30
kè-ta̍t jie̍h-tsōi,,,,價值若㩼,,"worth, what is it",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > W,312
kè-thâu kùi,,,,價頭貴,,"cost, costly",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,69
kè-tsng,,,,嫁妝,,"bride, portion",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > B,41
kè-tsng,,,,嫁妝,,dowry,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > D,93
kè-tsng,,,,嫁妝,,"marry, portion",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > M,186
kèng,,,,敬,,"honour, to",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > H,151
kèng,,,,敬,,respect,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > R,238
kèng zû-sîn-mêng,,,,敬如神明,,deify,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > D,80
kèng-chhiáⁿ,,,,竟且,,moreover,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > M,195
kèng-chié,,,,更少,,less,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > L,176
kèng-hièn,,,,敬獻,,"offer, make an offering",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > O,204
kèng-hàuⁿ,,,,更好,,prefer,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > P,222
kèng-hó,,,,更好,,better,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > B,34
kèng-hó,,,,更好,,"superior, to",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,273
kèng-hõng,,,,敬奉,,dedicate,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > D,78
kèng-hõng,,,,敬奉,,"offer, make an offering",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > O,204
kèng-hõng,,,,敬奉,,revere,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > R,239
kèng-hõng,,,,敬奉,,"worship, to",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > W,312
kèng-hāi,,,,更害,,worse,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > W,312
kèng-hō,,,,敬賀,,congratulate,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,63
kèng-jiên,,,,竟然,,"yet, and yet(of an unlikely circumstance)",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > Y,313
kèng-khiên,,,,敬虔,,"devotion, religious",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > D,84
kèng-kiong,,,,敬恭,,respect,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > R,238
kèng-m̄-hó,,,,更毋好,,worse,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > W,312
kèng-pài,,,,敬拜,,"worship, to",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > W,312
kèng-sim,,,,敬心,,"defer, deference",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > D,79
kèng-sĩm,,,,更甚,,worse,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > W,312
kèng-tõng,,,,敬重,,"esteem, a person",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > E,106
kèng-tõng,,,,敬重,,"high, prize highly",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > H,149
kèng-tõng,,,,敬重,,"honour, to",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > H,151
kèng-tõng,,,,敬重,,regard,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > R,234
kèng-tõng,,,,敬重,,respect,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > R,238
kèng-ài,,,,敬愛,,"love, to love (and respect)",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > L,182
kèng-ùi,,,,敬畏,,revere,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > R,239
kèng-ùi,,,,敬畏,,venerate,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > V,299
kèng-ùi Siãng-tì,,,,敬畏上帝,,"fear, God",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > F,116
kèng-ùi Siãng-tì,,,,敬畏上帝,,"GOD, godly",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > G,137
kèng-ùi sîn-mêng,,,,敬畏神明,,"piety, (idolatrous)",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > P,215
ké,,,,假,,counterfeit,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,69
ké,,,,假,,false,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > F,114
ké,,,,假,,"fiction, fictitious",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > F,118
ké,,,,假,,fraud,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > F,128
ké,,,,假,,"genuine, not",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > G,134
ké,,,,假,,sham,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,252
ké,,,,假,,spurious,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,265
ké kâi-ngṳ̂n,,,,假个銀,,"false, money",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > F,114
ké liáu-liáu,,,,假了了,,"entire, entirely false",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > E,104
ké nâng-kâi-miâⁿ,,,,假人个名,,"false, falsely use another man's name",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > F,114
ké tsò-chèng-kṳ̃,,,,假做證據,,"false, witness",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > F,114
ké--tsò,,,,假做,,"affect, to pretend to be anything",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > A,17
ké-hó,,,,假好,,"false, false goodness, hypocrisy",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > F,114
ké-hó,,,,假好,,hypocrite,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > H,154
ké-kha ké-chhiú,,,,假骹假手,,"impose, impostor",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > I,158
ké-kha ké-chhiú,,,,假骹假手,,"pretend, pretender",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > P,222
ké-li̍p zũi-tsok,,,,假立遺囑,,"forge, a will",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > F,126
ké-miâⁿ tshut-toaⁿ,,,,假名出單,,"forge, name",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > F,126
ké-môⁿ,,,,假毛,,wig,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > W,309
ké-ngṳ̂n,,,,假銀,,"counterfeit, dollar",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,69
ké-pit-chiah,,,,假筆跡,,"forge, name",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > F,126
ké-pēⁿ,,,,假病,,"feign, illness",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > F,117
ké-siáu,,,,假痟,,"feign, madness",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > F,117
ké-suaⁿ,,,,假山,,"rock, rockery",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > R,242
ké-sṳ̄,,,,假事,,"deceit, deception",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > D,78
ké-thâu-môⁿ,,,,假頭毛,,wig,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > W,309
ké-tsò,,,,假做,,counterfeit,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,69
ké-tsò,,,,假做,,dissemble,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > D,90
ké-tsò,,,,假做,,feign,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > F,117
ké-tsò hĩⁿ lâng,,,,假做耳聾,,"pretend, to be deaf",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > P,222
ké-tsò m̄-tsai,,,,假做毋知,,"false, falsely pretend not to know",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > F,114
ké-tsò ũ-pēⁿ,,,,假做有病,,"feign, illness",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > F,117
ké-ì,,,,假意,,"false, purpose, intention",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > F,114
ké-ūe,,,,假話,,"false, falsehood",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > F,114
ké-ūe,,,,假話,,fib,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > F,118
kéng-cheh,,,,警責,,reprimand,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > R,237
kéng-chhéⁿ,,,,警醒,,"rouse, roused",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > R,242
kéng-chhéⁿ,,,,警醒,,vigilant,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > V,301
kéng-chhéⁿ,,,,警醒,,"watch, watchful",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > W,305
kéng-khùang,,,,境況,,"circumstance, of one's condition",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,54
kéng-kài,,,,境界,,border,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > B,38
kéng-kài,,,,境界,,boundary,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > B,39
kéng-kài,,,,警誡,,"caution, to caution",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,49
kéng-kài,,,,警誡,,deter,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > D,84
kéng-kài,,,,境界,,frontier,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > F,129
kéng-kài,,,,警誡,,warn,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > W,304
kéng-ngõ,,,,境遇,,"case, condition",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,48
kéng-ngõ,,,,境遇,,"circumstance, of one's condition",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,54
kéng-ngõ,,,,境遇,,condition,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,62
kéng-ngõ,,,,境遇,,"state, of a++(阿)++ thing",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,267
kéng-tshù,,,,景處,,"view, views or scenery",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > V,301
kéng-tì,,,,景致,,prospect,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > P,225
kéng-tī,,,,景地,,"view, views or scenery",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > V,301
kéⁿ,,,,耞,,flail,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > F,121
kéⁿ--tie̍h,,,,鯁着,,choke,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,53
kéⁿ-sí,,,,鯁死,,"choke, to death",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,53
kéⁿ-tie̍h-âu,,,,鯁着喉,,choke,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,53
kê,,,,枷,,cangue,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,46
kêng,,,,窮,,destitute,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > D,83
kêng,,,,窮,,poor,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > P,219
kì,,,,記,,"note, note down",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > N,201
kì,,,,記,,"record, to",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > R,233
kì,,,,記,,"register, to",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > R,234
kì,,,,記,,"write, in a book",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > W,313
kì-bó,,,,繼母,,"mother, step-mother",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > M,196
kì-bó,,,,繼母,,step-mother,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,267
kì-chiap,,,,繼接,,"succeed, or follow",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,272
kì-chiap sṳ̂-ūi,,,,繼接嗣位,,"heir, fall heir to the throne",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > H,147
kì-hō,,,,記號,,emblem,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > E,101
kì-hō,,,,記號,,sign,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,256
kì-jiên,,,,既然,,already,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > A,19
kì-jiên,,,,既然,,inasmuch as,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > I,159
kì-jiên,,,,既然,,"see, seeing that",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,249
kì-jiên sĩ chièⁿ-seⁿ,,,,既然是障生,,"since, since it is so",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,256
kì-kiáⁿ,,,,繼囝,,"step-mother, step-son",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > S,267
kì-liãm,,,,記念,,commemorate,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,59
kì-liãm,,,,記念,,"mind, keep in mind",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > M,191
kì-liãm,,,,記念,,remember,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > R,235
kì-liãm,,,,記念,,"think, of one",,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > T,281
kì-lo̍k,,,,記錄,,commemorate,,,,002_English-Chinese_Vocabulary_of_the_Vernacular_Or_Spoken_Language_of_Swatow > C,59
